Index,0 [FLOAT] [0x0],1 [FLOAT] [0x4],2 [FLOAT] [0x8],3 [FLOAT] [0xC],4 [USHORT] [0x18],5 [USHORT] [0x1A],6 [USHORT] [0x1C],7 [USHORT] [0x1E],8 [USHORT] [0x20],9 [USHORT] [0x22],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [FLOAT] [0x10],13 [FLOAT] [0x14],14 [USHORT] [0x28],15 [UBYTE] [0x2A],16 [BBOOL] [0x2C],17 [UBYTE] [0x2B]
11017,1.0,1.0,1.4,2.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11018,1.0,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
11019,1.0,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
11020,1.0,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,false,1
11021,3.0,4.0,2.2,2.0,200,600,67,143,66,119,0,0,3.0,3.0,0,0,false,2
11022,1.1,2.4,1.6,2.0,320,900,66,300,66,300,0,0,3.0,3.0,120,0,false,1
11023,1.0,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
11024,1.0,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11025,1.0,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11026,1.0,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11027,0.5,1.0,0.6,0.3,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11028,1.0,2.0,1.25,1.3,200,600,66,100,80,100,0,0,3.0,3.0,0,0,false,2
11029,1.0,2.3,1.2,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,1
11030,0.8,1.3,1.0,1.0,200,600,66,150,66,150,0,0,3.0,3.0,0,0,false,1
11031,0.6,1.8,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11032,1.0,2.3,1.2,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11033,0.3,0.5,0.6,0.5,200,500,100,100,100,100,100,100,8.0,3.0,0,1,true,1
20101,0.5,1.0,1.0,1.0,240,600,66,200,66,200,0,0,3.0,3.0,46,0,false,0
20104,0.5,1.0,0.5,0.5,130,600,66,200,66,200,0,0,3.0,3.0,0,0,false,0
20201,0.5,1.0,0.9,0.9,240,600,66,200,66,200,0,0,3.0,3.0,51,0,false,0
20204,0.5,1.0,0.5,0.5,130,600,66,200,66,200,0,0,3.0,3.0,0,0,false,0
20301,0.5,1.0,1.12,1.1,240,600,66,200,66,200,0,0,3.0,3.0,40,0,false,0
20401,0.5,1.0,1.05,1.0,240,600,66,200,66,200,0,0,3.0,3.0,46,0,false,0
20501,0.5,1.0,1.16,1.1,240,600,66,200,66,200,0,0,3.0,3.0,39,0,false,0
20504,0.5,1.0,0.5,0.5,130,600,66,200,66,200,0,0,3.0,3.0,0,0,false,0
20601,0.5,1.0,1.1,1.1,240,600,66,200,66,200,0,0,3.0,3.0,43,0,false,0
20604,0.5,1.0,0.5,0.5,130,600,66,200,66,200,0,0,3.0,3.0,0,0,false,0
20701,0.5,1.0,0.98,1.0,240,600,66,200,66,200,0,0,3.0,3.0,53,0,false,0
20801,0.5,1.0,0.93,0.9,240,600,66,200,66,200,0,0,3.0,3.0,59,0,false,0
20901,0.5,1.0,1.3,1.1,240,600,66,200,66,200,0,0,3.0,3.0,42,0,false,0
21001,0.5,1.0,1.2,1.1,240,600,66,200,66,200,0,0,3.0,3.0,35,0,false,0
21101,0.5,1.0,0.6,0.4,240,600,66,200,66,200,0,0,3.0,3.0,74,0,false,0
21201,0.5,1.0,0.6,0.4,240,600,66,200,66,200,0,0,3.0,3.0,74,0,false,0
21301,0.5,1.0,1.16,1.1,240,600,66,200,66,200,0,0,3.0,3.0,40,0,false,0
21401,0.5,1.0,0.9,0.8,240,600,66,200,66,200,0,0,3.0,3.0,58,0,false,0
29104,0.5,1.0,0.5,0.5,130,600,66,300,66,300,0,0,3.0,3.0,0,0,false,0
29204,0.5,1.0,0.5,0.5,130,600,66,300,66,300,0,0,3.0,3.0,0,0,false,0
