Index,0 Name [0x0],1 Description [0x4],2 Icon [0x8],3 Category (ActionCategory) [0x1C],4 Start Timeline (ActionTimeline) [0xA],5 [UBYTE] [0x1D],6 End Timeline (ActionTimeline) [0x1A],7 [USHORT] [0xC],8 [UBYTE] [0x1E],9 [BYTE] [0x2C],10 [UBYTE] [0x1F],11 [BYTE] [0x2D],12 [BBOOL] [0x30],13 [BBOOL] [0x30],14 [BBOOL] [0x30],15 [BBOOL] [0x30],16 [BBOOL] [0x30],17 [BBOOL] [0x30],18 [BBOOL] [0x30],19 [BBOOL] [0x30],20 [BBOOL] [0x31],21 [BYTE] [0x2E],22 [BBOOL] [0x31],23 [BBOOL] [0x31],24 [UBYTE] [0x20],25 [UBYTE] [0x21],26 [UBYTE] [0x22],27 [BBOOL] [0x31],28 [UBYTE] [0x23],29 [USHORT] [0xE],30 [UBYTE] [0x24],31 [USHORT] [0x10],32 [USHORT] [0x12],33 [BBOOL] [0x31],34 [USHORT] [0x14],35 [USHORT] [0x16],36 [UBYTE] [0x25],37 [BYTE] [0x2F],38 [UBYTE] [0x26],39 [UBYTE] [0x27],40 [USHORT] [0x18],41 [UBYTE] [0x28],42 [UBYTE] [0x29],43 [UBYTE] [0x2A],44 [BBOOL] [0x31],45 [BBOOL] [0x31],46 [UBYTE] [0x2B],47 [BBOOL] [0x31],48 [BBOOL] [0x32],49 [BBOOL] [0x32],50 [BBOOL] [0x32],51 [BBOOL] [0x32],52 [BBOOL] [0x32],53 [BBOOL] [0x32],54 [BBOOL] [0x32],55 [BBOOL] [0x32]
3008,"百万核爆冲","",705,3,130,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,60,12,true,0,0,0,0,0,false,50,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3009,"万亿核爆","",705,3,132,0,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,200,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3010,"死亡轮回","",705,3,130,109,3212,3252,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,6,4,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3011,"死亡轮回","",705,3,0,0,3212,3252,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,6,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3012,"风暴之翼","",705,3,0,0,3211,3251,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3013,"致命冲动","",705,3,0,0,1789,1875,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3014,"炽热弥漫","",705,3,0,0,1703,2203,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,15,11,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3015,"勇气","",705,3,0,0,497,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3016,"双重俯冲","",705,3,130,109,3238,3278,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,60,8,true,0,0,0,0,0,false,50,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3017,"垂直下落","",705,3,0,0,1788,2224,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3018,"死刑","",705,3,130,109,1789,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3019,"火球","",705,3,130,109,1793,2227,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3020,"撕裂利爪","",705,3,0,0,3506,3507,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,5,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3021,"尾部碎击","",705,3,136,0,3512,3513,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true
3022,"捕食","",705,3,0,0,3218,1875,0,-1,0,100,false,true,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3023,"血爪","",705,3,0,0,1486,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3024,"极性反转","",705,3,0,0,3206,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true
3025,"启示","",705,3,0,0,2655,2656,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3026,"邪视","",705,3,0,0,1552,2104,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,60,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3027,"钙化浓雾","",705,3,130,109,1250,2018,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,30,300,0,0,0,0,0,0,0,0,true,false,4,false,false,false,true,true,true,false,false,true
3028,"凶恶怒号","",705,3,130,109,1365,1848,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,40,300,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
3029,"射击","",705,3,0,0,2874,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,30,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3030,"猛扫","",705,3,0,0,2325,2330,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,0,80,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3031,"(仮)ダラガブ球：AA：バハムートダンジョン3：2層Trash","",705,1,0,0,2254,2265,0,-1,0,-1,false,false,false,true,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3032,"潜没","",705,3,0,0,3223,3263,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,8,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true
3033,"海洋的恩惠","",705,2,0,0,3230,1875,0,-1,0,100,true,true,true,false,true,false,false,false,false,0,false,false,1,0,0,false,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3034,"飞散","",705,4,0,0,3229,3269,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,2,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3035,"死亡之爪","",705,4,0,0,1343,1875,0,-1,0,30,false,false,false,true,false,false,false,false,false,0,true,false,1,30,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3036,"敲击","",705,3,130,109,2632,2633,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,-1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true
3037,"冰霜之弓","",705,4,0,0,3203,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3038,"攻击","",705,4,0,0,3216,1875,0,-1,0,4,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3039,"冰雪乱舞","",705,4,136,109,3217,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3040,"雪崩","",705,4,0,0,3218,1875,0,-1,0,70,true,false,false,false,false,false,false,false,false,0,false,false,4,50,4,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3041,"冰印剑","",705,4,0,0,3205,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3042,"冰雹","",705,4,0,0,3600,3601,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true
3043,"永久冻土","",705,4,132,109,3210,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,20,0,true,0,0,0,0,0,false,10,0,0,5,2,0,0,0,0,0,false,false,59,false,false,false,true,true,true,false,false,true
3044,"攻击","",705,4,0,0,3212,1875,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3045,"攻击","",705,4,0,0,3215,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3046,"绝对零度","",705,2,0,0,3220,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3047,"攻击","",705,4,0,0,3206,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3048,"天降一击","",705,4,0,0,3207,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,20,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3049,"冰河怒击","",705,4,134,109,3208,1875,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,22,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3050,"寒冰的幻想","",705,4,0,0,3213,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3051,"冰柱冲击","",705,4,0,0,3598,3599,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,10,0,true,0,0,0,0,0,false,50,0,0,5,2,0,0,0,0,0,false,false,58,false,false,false,false,false,true,false,false,true
3052,"白化视界","",705,4,134,109,3209,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,18,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3053,"太阳神的审判","",705,3,130,109,3201,3241,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,4,true,0,0,0,0,0,false,100,0,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true
3054,"穿刺","",705,4,0,0,3201,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3055,"死印","",705,4,0,0,3202,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3056,"吸引","",705,4,0,0,3203,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3057,"眩晕爪","",705,4,0,0,3204,1875,0,-1,0,12,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3058,"喷射","",705,4,0,0,3205,1875,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true
3059,"水球","",705,4,0,0,3675,3676,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true
3060,"螺旋尾","",705,4,130,109,3206,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3061,"野性本能","",705,4,0,0,3207,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3062,"摇刃","",705,4,0,0,3208,1875,0,-1,0,5,true,false,false,false,false,false,false,false,false,0,false,false,3,5,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3063,"急冲","",705,4,0,0,3209,1875,0,-1,0,50,false,false,false,true,false,false,true,false,false,2,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true
3064,"严惩","",705,4,0,0,3210,1875,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3065,"瞄准","",705,4,0,0,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3066,"火枪","",705,4,0,0,3211,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3067,"走跳板","",705,4,0,0,3212,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3068,"前冲拳","",705,4,0,0,3687,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true
3069,"喷墨","",705,4,130,0,3203,3243,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,3,16,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true
3070,"墨点","",705,4,130,0,3416,3417,0,-1,0,125,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
3071,"敲击","",705,4,0,0,3383,3384,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3072,"拉近","",705,4,0,0,3206,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3073,"抓捕","",705,4,0,0,3207,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3074,"扔掉","",705,4,0,0,3208,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,2,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3075,"水炮","",705,4,0,0,3387,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3076,"敲击","",705,4,0,0,3388,3389,0,-1,0,20,true,false,false,false,false,false,false,false,false,0,false,false,4,20,8,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3077,"横扫","",705,4,0,0,3390,3391,0,-1,0,13,true,false,false,false,false,false,false,false,false,0,false,false,3,13,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3078,"","",705,0,0,0,0,0,0,-1,0,0,false,false,false,false,false,false,false,false,false,0,true,true,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3079,"风雪","",705,3,130,109,3605,3606,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true
3080,"风雪","",705,3,130,109,3215,3255,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,20,10,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3081,"斗气射击","",705,3,0,0,3443,3444,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3082,"冻原","",705,3,130,109,3217,3257,0,-1,0,80,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
3083,"寒潮","",705,3,130,109,3218,3258,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,true,0,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true
3084,"断头冰台","",705,3,0,0,3219,3259,0,-1,0,8,false,false,false,true,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,0,30,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3085,"冰碎","",705,3,130,109,3208,3248,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,80,0,true,2,0,0,0,0,false,30,60,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
3086,"死亡之爪","",705,3,0,0,1343,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,false,1,25,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3087,"冻雾","",705,3,130,109,3215,3255,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,true,true,3,80,0,true,0,0,0,0,0,false,30,200,0,5,2,0,0,0,0,0,false,false,3,false,false,false,true,false,true,false,false,true
3088,"殴打","",705,3,0,0,3216,3256,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,30,200,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,false,true,false,false,true
3089,"狂风暴雪","",705,3,130,109,3217,3257,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,80,300,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,false,true,false,false,true
3090,"大雪球","",705,3,0,0,3201,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,4,80,4,false,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,false,false,false,false,true
3091,"双重碎击","",705,3,130,109,1351,2084,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,50,60,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,false,true,false,false,true
3092,"落肘","",705,3,130,109,1346,2082,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,50,60,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,false,true,false,false,true
3093,"冰结","",705,2,106,80,474,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,2,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true
3094,"","",705,4,0,0,3679,3680,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,60,0,true,0,0,0,0,0,false,90,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,true,true
3095,"崩落","",705,3,3704,0,3203,3243,0,-1,0,100,true,false,false,true,false,false,false,false,false,0,false,false,5,4,0,true,0,0,0,0,0,false,30,0,0,2,7,0,0,0,0,0,false,false,1,false,false,false,true,false,true,false,false,true
3096,"激突","",705,3,130,109,3201,3241,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,4,80,4,true,0,0,0,0,0,false,20,0,0,2,7,0,0,0,0,0,false,false,2,false,false,false,true,false,true,false,false,true
3097,"飞散","",705,3,130,109,3202,3242,0,-1,0,80,true,false,false,false,false,false,false,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,40,0,0,2,7,0,0,0,0,0,false,false,1,false,false,false,true,false,true,false,false,true
3098,"强击","",705,3,130,109,3063,3064,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,25,120,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true
3099,"千年风雪","",705,3,0,0,3602,3603,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,false,true,false,false,false,true
3100,"仰天长啸","",705,3,0,0,3201,3241,0,-1,0,80,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3101,"千年风雪","",705,3,130,109,3202,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true
3102,"冰狼蚀日","",705,3,130,109,3203,3243,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,300,0,3,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true
3103,"月下咆哮","",705,3,130,109,3205,3245,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,80,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true
3104,"五千针刺","",705,3,130,109,3207,3247,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,40,0,0,2,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
3105,"十万针刺","",705,3,3206,109,3205,3245,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,200,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3106,"三千针刺","",705,3,130,109,3210,3250,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,30,0,0,2,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
3107,"仙人冲","",705,3,130,109,3209,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3108,"愤怒的一击","",705,3,130,109,3212,1875,0,-1,0,4,false,false,false,true,false,false,false,false,false,0,true,true,1,8,4,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3109,"激怒的连击","",705,3,130,109,3211,1875,0,-1,0,4,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true
3110,"怨恨的斩击","",705,3,130,109,3214,3254,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,true,true,4,40,4,true,0,0,0,0,0,false,20,0,0,1,7,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true
3111,"寒潮","",705,3,0,0,3706,3707,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,1,false,false,false,false,false,false,false,false,true
3112,"仙人盾","",705,4,0,0,3208,1887,0,-1,0,40,false,true,false,false,false,false,false,false,false,0,true,false,1,40,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true
3113,"阴火","",705,4,0,0,1177,1904,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3114,"混沌之眼","",705,3,0,0,1137,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,200,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
3115,"怒斥","",705,4,0,0,306,1875,0,-1,0,30,false,true,false,false,true,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,true,0,300,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
