Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD]
1582,"福尔唐家的卫兵",0,"",0,0,1,0,0
1583,"神殿骑士团的卫兵",0,"",0,0,1,0,0
1584,"经验丰富的冒险者",0,"",0,0,1,0,0
1585,"灵蚁禁军公主",0,"",0,0,1,0,0
1586,"灵蚁禁军元帅",0,"",0,0,1,0,0
1587,"灵蚁禁军护卫",0,"",0,0,1,0,0
1588,"灵蚁禁军士兵",0,"",0,0,1,0,0
1589,"巨型地道蠕虫",0,"",0,0,1,0,0
1590,"奇美拉",0,"",0,0,1,0,0
1591,"灵蚁禁军警卫",0,"",0,0,1,0,0
1592,"沙漠蝙蝠",0,"",0,0,1,0,0
1593,"流沙石蜥蜴",0,"",0,0,1,0,0
1594,"仙人刺逃兵",0,"",0,0,1,0,0
1595,"峡谷秃鹰",0,"",0,0,1,0,0
1596,"沙暴群",0,"",0,0,1,0,0
1597,"沙壳蟹",0,"",0,0,1,0,0
1598,"黑电气石精",0,"",0,0,1,0,0
1599,"滑沙",0,"",0,0,1,0,0
1600,"哭号魔石精",0,"",0,0,1,0,0
1601,"长石巨像",0,"",0,0,1,0,0
1602,"泽梅尔家的卫兵",0,"",0,0,1,0,0
1603,"艾因哈特家的卫兵",0,"",0,0,1,0,0
1604,"运货陆行鸟",0,"",0,0,1,0,0
1605,"福尔唐家的伤兵",0,"",0,0,1,0,0
1606,"被召唤出的古菩猩猩",0,"",0,0,1,0,0
1607,"发芽魔界花",0,"",0,0,1,0,0
1608,"冲撞水牛",0,"",0,0,1,0,0
1609,"伊修加德的巡礼者",0,"",0,0,1,0,0
1610,"撩人魔花薇薇安",0,"",0,0,1,0,0
1611,"雪暴古菩猩猩",0,"",0,0,1,0,0
1612,"高地古菩猩猩",0,"",0,0,1,0,0
1613,"咒怨之火",0,"",0,0,1,0,0
1614,"暗影魔爪",0,"",0,0,1,0,0
1615,"暗影之眼",0,"",0,0,1,0,0
1616,"暗影的触灵",0,"",0,0,1,0,0
1617,"暗影的气灵",0,"",0,0,1,0,0
1618,"爆弹女王",0,"",0,0,1,0,0
1619,"爆弹随从",0,"",0,0,1,0,0
1620,"爆弹杂佣",0,"",0,0,1,0,0
1621,"爆弹准男爵",0,"",0,0,1,0,0
1622,"还愿烛火",0,"",0,0,1,0,0
1623,"红色果酱怪",0,"",0,0,1,0,0
1624,"喀米奥",0,"",0,0,1,0,0
1625,"虚空石像鬼",0,"",0,0,1,0,0
1626,"基迦巨人僧侣",0,"",0,0,1,0,0
1627,"基迦巨人沙门",0,"",0,0,1,0,0
1628,"基迦巨人僧都",0,"",0,0,1,0,0
1629,"长房克利俄斯",0,"",0,0,1,0,0
1630,"开膛巨人",0,"",0,0,1,0,0
1631,"打拳巨人",0,"",0,0,1,0,0
1632,"美声的欧律托斯",0,"",0,0,1,0,0
1633,"百臂裂骨巨人",0,"",0,0,1,0,0
1634,"百臂刺脊巨人",0,"",0,0,1,0,0
1635,"百臂悲号巨人",0,"",0,0,1,0,0
1636,"百臂敲盾巨人",0,"",0,0,1,0,0
1637,"蛮勇的埃该翁",0,"",0,0,1,0,0
1638,"追猎蜻蜓飞蜥",0,"",0,0,1,0,0
1639,"龙眼的魔力",0,"",0,0,1,0,0
1640,"博学的雅·蜜特拉",0,"",0,0,1,0,0
1641,"轰击王",0,"",0,0,1,0,0
1642,"轰击怪",0,"",0,0,1,0,0
1643,"防爆组敢死队员",0,"",0,0,1,0,0
1644,"迦楼罗",0,"",0,0,1,0,0
1645,"美翼",0,"",0,0,1,0,0
1646,"妙翅",0,"",0,0,1,0,0
1647,"刚羽",0,"",0,0,1,0,0
1648,"柔羽",0,"",0,0,1,0,0
1649,"石塔",0,"",0,0,1,0,0
1650,"冬贝利流浪者",0,"",0,0,1,0,0
1651,"黑夜火 特里斯坦",0,"",0,0,1,0,0
1652,"熔岩火蛟",0,"",0,0,1,0,0
1653,"韧骨夜蟾蜍",0,"",0,0,1,0,0
1654,"遗弃之魂",0,"",0,0,1,0,0
1655,"峰穴鬼鮟鱇",0,"",0,0,1,0,0
1656,"金刚牙针鼹",0,"",0,0,1,0,0
1657,"隐遁骏雕",0,"",0,0,1,0,0
1658,"扎哈克",0,"",0,0,1,0,0
1659,"葡萄酒港的农夫",0,"",0,0,1,0,0
1660,"结束工作的搬运工",0,"",0,0,1,0,0
1661,"憎恨恶石",0,"",0,0,1,0,0
1662,"无常魔花凯西",0,"",0,0,1,0,0
1663,"奥卢斯·莱姆·武尔索",0,"",0,0,1,0,0
1664,"黎明药 达奇希奥",0,"",0,0,1,0,0
1665,"柳叶刀 伏尔奇希亚",0,"",0,0,1,0,0
1666,"疾走风 普尔希奥",0,"",0,0,1,0,0
1667,"派亚",0,"",0,0,1,0,0
1668,"代达罗斯",0,"",0,0,1,0,0
1669,"大橡树精",0,"",0,0,1,0,0
1670,"第59团受施者 毕阁",0,"",0,0,1,0,0
1671,"石棉矿妖虫",0,"",0,0,1,0,0
1672,"龙堡低空飞蜥",0,"",0,0,1,0,0
1673,"龙堡奔走雷蛟",0,"",0,0,1,0,0
1674,"携毒席兹",0,"",0,0,1,0,0
1675,"巨龙龙鸟",0,"",0,0,1,0,0
1676,"小双足飞龙",0,"",0,0,1,0,0
1677,"丘都尤都",0,"",0,0,1,0,0
1678,"柯西切",0,"",0,0,1,0,0
1679,"台风",0,"",0,0,1,0,0
1680,"足枷冰龙",0,"",0,0,1,0,0
1681,"迷狂信徒",0,"",0,0,1,0,0
1682,"奔雷牛头魔",0,"",0,0,1,0,0
1683,"狩猎光",0,"",0,0,1,0,0
1684,"睡梦石像魔",0,"",0,0,1,0,0
1685,"虚无收魂魔",0,"",0,0,1,0,0
1686,"地狱之眼",0,"",0,0,1,0,0
1687,"梦魔",0,"",0,0,1,0,0
1688,"遁世骏雕",0,"",0,0,1,0,0
1689,"夺神魔",0,"",0,0,1,0,0
1690,"迷狂祭司",0,"",0,0,1,0,0
1691,"石偶",0,"",0,0,1,0,0
1692,"大理石偶",0,"",0,0,1,0,0
1693,"史前石偶",0,"",0,0,1,0,0
1694,"恶魔墙",0,"",0,0,1,0,0
1695,"舐血巨蝇",0,"",0,0,1,0,0
1696,"阿难塔波嘉",0,"",0,0,1,0,0
1697,"黑暗农奴",0,"",0,0,1,0,0
1698,"黑暗新星",0,"",0,0,1,0,0
1699,"灰铁拳 比比雷扎",0,"",0,0,1,0,0
1700,"涨潮剑 梅武",0,"",0,0,1,0,0
1701,"落潮盾 莫武",0,"",0,0,1,0,0
1702,"第59团母权家长 篝窒",0,"",0,0,1,0,0
1703,"纯能电",0,"",0,0,1,0,0
1704,"巨鲸尾 沃尔",0,"",0,0,1,0,0
1705,"海蛇操舵员",0,"",0,0,1,0,0
1706,"武伽玛罗采集员",0,"",0,0,1,0,0
1707,"体型强健的调查员",0,"",0,0,1,0,0
1708,"蜥蜴人守护者",0,"",0,0,1,0,0
1709,"蜥蜴人先知",0,"",0,0,1,0,0
1710,"迎火烛台",0,"",0,0,1,0,0
1711,"被绑架的阿拉米格人",0,"",0,0,1,0,0
1712,"库尔札斯的搬运工",0,"",0,0,1,0,0
1713,"慌张的占星术士",0,"",0,0,1,0,0
1714,"占星台观测记录",0,"",0,0,1,0,0
1715,"库尔札斯的商人",0,"",0,0,1,0,0
1716,"伊修加德的占星术士",0,"",0,0,1,0,0
1717,"圣寇伊纳克财团的调查员",0,"",0,0,1,0,0
1718,"慎重的商人",0,"",0,0,1,0,0
1719,"狂风海盗",0,"",0,0,1,0,0
1720,"烦躁的搬运工",0,"",0,0,1,0,0
1721,"装酒的木箱",0,"",0,0,1,0,0
1722,"地灵族的采掘工具",0,"",0,0,1,0,0
1723,"无助的车夫",0,"",0,0,1,0,0
1724,"血群枪兵",0,"",0,0,1,0,0
1725,"蜥蜴人萨满",0,"",0,0,1,0,0
1726,"艾玛吉娜矿山公司的技术工",0,"",0,0,1,0,0
1727,"废弃的魔导先锋",0,"",0,0,1,0,0
1728,"新叶 法纳克希奥",0,"",0,0,1,0,0
1729,"千里眼 米安娜",0,"",0,0,1,0,0
1730,"违法砍伐的木材",0,"",0,0,1,0,0
1731,"不悔中坚",0,"",0,0,1,0,0
1732,"小红螳螂",0,"",0,0,1,0,0
1733,"恒辉队正耀士",0,"",0,0,1,0,0
1734,"巴特商会的保镖",0,"",0,0,1,0,0
1735,"饥饿恐慌黑狼",0,"",0,0,1,0,0
1736,"凶残石蜥蜴",0,"",0,0,1,0,0
1737,"深空巨魔",0,"",0,0,1,0,0
1738,"巴罗尔之铃",0,"",0,0,1,0,0
1739,"恶神之眼巴罗尔",0,"",0,0,1,0,0
1740,"离子火花",0,"",0,0,1,0,0
1741,"透明矿妖虫",0,"",0,0,1,0,0
1742,"青磷爆弹怪",0,"",0,0,1,0,0
1743,"北方秃鹫",0,"",0,0,1,0,0
1744,"烈焰火蛟",0,"",0,0,1,0,0
1745,"白狼",0,"",0,0,1,0,0
1746,"高山骏雕",0,"",0,0,1,0,0
1747,"冻霜古菩猩猩",0,"",0,0,1,0,0
1748,"融水古菩猩猩",0,"",0,0,1,0,0
1749,"汽油弹怪",0,"",0,0,1,0,0
1750,"疯狂黑牡羊",0,"",0,0,1,0,0
1751,"疯狂黑绵羊",0,"",0,0,1,0,0
1752,"迷途黑绵羊",0,"",0,0,1,0,0
1753,"冰霜奶冻怪",0,"",0,0,1,0,0
1754,"断脊食人魔",0,"",0,0,1,0,0
1755,"利颚巨鳄",0,"",0,0,1,0,0
1756,"鲜红龙鸟",0,"",0,0,1,0,0
1757,"寒冬夜蟾蜍",0,"",0,0,1,0,0
1758,"雪地蝾螈",0,"",0,0,1,0,0
1759,"魔乳之眼",0,"",0,0,1,0,0
1760,"利剑牛头魔",0,"",0,0,1,0,0
1761,"暴雪雷蛟",0,"",0,0,1,0,0
1762,"低沉骏雕",0,"",0,0,1,0,0
1763,"雪足山鼠",0,"",0,0,1,0,0
1764,"悬赏魔物：丝卡蒂",0,"",0,0,1,0,0
1765,"悬赏魔物：大特拉玛长须豹",0,"",0,0,1,0,0
1766,"化缘巨人僧侣",0,"",0,0,1,0,0
1767,"化缘巨人沙门",0,"",0,0,1,0,0
1768,"注血之眼",0,"",0,0,1,0,0
1769,"暗黑扎哈克",0,"",0,0,1,0,0
1770,"秽流哈帕利特",0,"",0,0,1,0,0
1771,"化缘巨人僧都",0,"",0,0,1,0,0
1772,"化缘巨人比丘",0,"",0,0,1,0,0
1773,"圣寇伊纳克财团的学士",0,"",0,0,1,0,0
1774,"凌乱骏鹰",0,"",0,0,1,0,0
1775,"骏鹰幼崽",0,"",0,0,1,0,0
1776,"悬赏魔物：嘶吼巨人戈恩",0,"",0,0,1,0,0
1777,"鸟人剑士",0,"",0,0,1,0,0
1778,"鸟人守卫黑狼",0,"",0,0,1,0,0
1779,"气流师 罗托里·阿华坦",0,"",0,0,1,0,0
1780,"黑影石像魔",0,"",0,0,1,0,0
1781,"愤怒食人魔",0,"",0,0,1,0,0
1782,"鸟人寒枪战士",0,"",0,0,1,0,0
1783,"鸟人冰翼勇士",0,"",0,0,1,0,0
1784,"鸟人霜雪术士",0,"",0,0,1,0,0
1785,"徘徊之魂",0,"",0,0,1,0,0
1786,"怒号的米玛斯",0,"",0,0,1,0,0
1787,"巨人咒言师",0,"",0,0,1,0,0
1788,"浮尘小恶魔",0,"",0,0,1,0,0
1789,"鲜血短尾雕",0,"",0,0,1,0,0
1790,"基迦训鹰",0,"",0,0,1,0,0
1791,"徘徊妖灵",0,"",0,0,1,0,0
1792,"红发的俄刻阿诺斯",0,"",0,0,1,0,0
1793,"皈依者 阿耳曼泰尔",0,"",0,0,1,0,0
1794,"监视所的篝火",0,"",0,0,1,0,0
1795,"研究用的资料",0,"",0,0,1,0,0
1796,"巨人族的木箱",0,"",0,0,1,0,0
1797,"亚拉戈的遗物",0,"",0,0,1,0,0
1798,"秘银权杖化身",0,"",0,0,1,0,0
1799,"榴霰弹怪",0,"",0,0,1,0,0
1800,"沙土元精",0,"",0,0,1,0,0
1801,"泰坦",0,"",0,0,1,0,0
1802,"泰坦的核心",0,"",0,0,1,0,0
1803,"爆破岩石",0,"",0,0,1,0,0
1804,"花岗石牢",0,"",0,0,1,0,0
1805,"地道蠕虫",0,"",0,0,1,0,0
1806,"青磷泉",0,"",0,0,1,0,0
1807,"爆弹气球怪",0,"",0,0,1,0,0
1808,"忠勇的索尔克扎吉尔",0,"",0,0,1,0,0
1809,"第五大队剑斗士",0,"",0,0,1,0,0
1810,"第五大队绳斗士",0,"",0,0,1,0,0
1811,"第五大队骑士",0,"",0,0,1,0,0
1812,"第五大队拳斗士",0,"",0,0,1,0,0
1813,"第五大队旗手",0,"",0,0,1,0,0
1814,"第五大队魔导先锋",0,"",0,0,1,0,0
1815,"第四大队剑斗士",0,"",0,0,1,0,0
1816,"第四大队绳斗士",0,"",0,0,1,0,0
1817,"第四大队骑士",0,"",0,0,1,0,0
1818,"第四大队拳斗士",0,"",0,0,1,0,0
1819,"第四大队旗手",0,"",0,0,1,0,0
1820,"第四大队魔导先锋",0,"",0,0,1,0,0
1821,"第二大队剑斗士",0,"",0,0,1,0,0
1822,"第二大队绳斗士",0,"",0,0,1,0,0
1823,"第二大队骑士",0,"",0,0,1,0,0
1824,"第二大队拳斗士",0,"",0,0,1,0,0
1825,"第二大队旗手",0,"",0,0,1,0,0
1826,"第二大队魔导先锋",0,"",0,0,1,0,0
1827,"萨普沙礁鳞鱼人",0,"",0,0,1,0,0
1828,"萨普沙礁爪鱼人",0,"",0,0,1,0,0
1829,"萨普沙礁棘鱼人",0,"",0,0,1,0,0
1830,"萨普沙礁齿鱼人",0,"",0,0,1,0,0
1831,"钝口螈",0,"",0,0,1,0,0
1832,"武伽玛罗巡逻员",0,"",0,0,1,0,0
1833,"武伽玛罗采石员",0,"",0,0,1,0,0
1834,"武伽玛罗受施者",0,"",0,0,1,0,0
1835,"武伽玛罗祭司",0,"",0,0,1,0,0
1836,"合成矿妖虫",0,"",0,0,1,0,0
1837,"不悔枪兵",0,"",0,0,1,0,0
1838,"不悔弓手",0,"",0,0,1,0,0
1839,"不悔拳手",0,"",0,0,1,0,0
1840,"不悔咒术法师",0,"",0,0,1,0,0
1841,"不悔战斗火蛟",0,"",0,0,1,0,0
1842,"风扬风爪剑士",0,"",0,0,1,0,0
1843,"风扬豪放猛士",0,"",0,0,1,0,0
1844,"风扬敏捷战士",0,"",0,0,1,0,0
1845,"风扬迷雾术士",0,"",0,0,1,0,0
1846,"风扬守卫黑狼",0,"",0,0,1,0,0
1847,"福尔唐家传令员",0,"",0,0,1,0,0
1848,"嘈杂的噪音",0,"",0,0,1,0,0
1849,"丘岗龙鸟",0,"",0,0,1,0,0
1850,"中音巨鳄",0,"",0,0,1,0,0
1851,"湖畔眼镜蛇",0,"",0,0,1,0,0
1852,"螳螂恶魔",0,"",0,0,1,0,0
1853,"胡鹫",0,"",0,0,1,0,0
1854,"亡者的叹息",0,"",0,0,1,0,0
1855,"白银蛋 吉吉卢恩",0,"",0,0,1,0,0
1856,"迷路的冒险者",0,"",0,0,1,0,0
1857,"慌张的园艺工",0,"",0,0,1,0,0
1858,"神枪昆古尼尔",0,"",0,0,1,0,0
1859,"财团的调查资料",0,"",0,0,1,0,0
1860,"起风珠",0,"",0,0,1,0,0
1861,"神勇队精兵",0,"",0,0,1,0,0
1862,"福尔唐家的工兵",0,"",0,0,1,0,0
1863,"兴奋的盗龙",0,"",0,0,1,0,0
1864,"恐惧梦魔",0,"",0,0,1,0,0
1865,"魔导先锋改良型",0,"",0,0,1,0,0
1866,"艾尔姆斯维斯的手下",0,"",0,0,1,0,0
1867,"利姆萨·罗敏萨的商人",0,"",0,0,1,0,0
1868,"黑涡团补给兵",0,"",0,0,1,0,0
1869,"执掌鹈鹕",0,"",0,0,1,0,0
1870,"迷狂的羔羊",0,"",0,0,1,0,0
1871,"诅咒之眼",0,"",0,0,1,0,0
1872,"阿托莫斯",0,"",0,0,1,0,0
1873,"亚拉戈爆弹怪",0,"",0,0,1,0,0
1874,"亚拉戈气球怪",0,"",0,0,1,0,0
1875,"亚拉戈汽油弹怪",0,"",0,0,1,0,0
1876,"瓦沙克",0,"",0,0,1,0,0
1877,"熊熊燃烧的圣火台",0,"",0,0,1,0,0
1878,"火神伊弗利特的圣火台",0,"",0,0,1,0,0
1879,"赞拉克咒术师",0,"",0,0,1,0,0
1880,"赞拉克格斗家",0,"",0,0,1,0,0
1881,"伊弗利特之灵",0,"",0,0,1,0,0
1882,"忏悔之土",0,"",0,0,1,0,0
1883,"没落的海盗剑术师",0,"",0,0,1,0,0
1884,"没落的海盗咒术师",0,"",0,0,1,0,0
1885,"没落的海盗枪术师",0,"",0,0,1,0,0
1886,"没落的海盗斧术师",0,"",0,0,1,0,0
1887,"冬贝利匍匐者",0,"",0,0,1,0,0
1888,"冬贝利施法者",0,"",0,0,1,0,0
1889,"恶臭仙蝇",0,"",0,0,1,0,0
1890,"被吸引的亡者",0,"",0,0,1,0,0
1891,"被吸引的亡者",0,"",0,0,1,0,0
1892,"操纵之魔",0,"",0,0,1,0,0
1893,"毒尾惨杀者",0,"",0,0,1,0,0
1894,"毒尾刺客首领",0,"",0,0,1,0,0
1895,"毒尾暗杀者",0,"",0,0,1,0,0
1896,"操纵之冰",0,"",0,0,1,0,0
1897,"操纵之眼",0,"",0,0,1,0,0
1898,"",0,"",0,0,0,0,0
1899,"",0,"",0,0,0,0,0
1900,"",0,"",0,0,0,0,0
1901,"英明的约托里·怀罗克",0,"",0,0,1,0,0
1902,"",0,"",0,0,0,0,0
1903,"阿拉米格枪兵",0,"",0,0,1,0,0
1904,"阿拉米格弓兵",0,"",0,0,1,0,0
1905,"阿拉米格斧兵",0,"",0,0,1,0,0
1906,"阿拉米格萨满",0,"",0,0,1,0,0
1907,"豹爪治疗手",0,"",0,0,1,0,0
1908,"豹爪陷阱手",0,"",0,0,1,0,0
1909,"",0,"",0,0,0,0,0
1910,"生冷淤泥怪",0,"",0,0,1,0,0
1911,"银胄团近卫骑士",0,"",0,0,1,0,0
1912,"银胄团侍从骑士",0,"",0,0,1,0,0
1913,"",0,"",0,0,0,0,0
1914,"",0,"",0,0,0,0,0
1915,"",0,"",0,0,0,0,0
1916,"",0,"",0,0,0,0,0
1917,"",0,"",0,0,0,0,0
1918,"",0,"",0,0,0,0,0
1919,"疯狂馅饼怪",0,"",0,0,1,0,0
1920,"衰退树精",0,"",0,0,1,0,0
1921,"阴沟沟鼠",0,"",0,0,1,0,0
1922,"",0,"",0,0,0,0,0
1923,"疯狂馅饼公主",0,"",0,0,1,0,0
1924,"绿色洗液怪",0,"",0,0,1,0,0
1925,"黄色洗液怪",0,"",0,0,1,0,0
1926,"紫色洗液怪",0,"",0,0,1,0,0
1927,"古代橡树精",0,"",0,0,1,0,0
1928,"",0,"",0,0,0,0,0
1929,"硬壳蟹",0,"",0,0,1,0,0
1930,"肮脏小魔精",0,"",0,0,1,0,0
1931,"虚无破坏魔",0,"",0,0,1,0,0
1932,"虚无暴君",0,"",0,0,1,0,0
1933,"虚无回声",0,"",0,0,1,0,0
1934,"豹爪治疗手",0,"",0,0,1,0,0
1935,"豹爪巫术手",0,"",0,0,1,0,0
1936,"疯狂恐龟",0,"",0,0,1,0,0
1937,"疯狂帝龟",0,"",0,0,1,0,0
1938,"",0,"",0,0,0,0,0
1939,"疯狂风元精",0,"",0,0,1,0,0
1940,"兴奋的盗龙",0,"",0,0,1,0,0
1941,"冲壁鸟",0,"",0,0,1,0,0
1942,"卡玛普阿",0,"",0,0,1,0,0
1943,"",0,"",0,0,0,0,0
1944,"",0,"",0,0,0,0,0
1945,"",0,"",0,0,0,0,0
1946,"侦查黑狼",0,"",0,0,1,0,0
1947,"",0,"",0,0,0,0,0
1948,"",0,"",0,0,0,0,0
1949,"博伊尔斯托克斯一家的首长",0,"",0,0,1,0,0
1950,"博伊尔斯托克斯一家的搬运工",0,"",0,0,1,0,0
1951,"启明星号的掌帆员",0,"",0,0,1,0,0
1952,"启明星号的操舵员",0,"",0,0,1,0,0
1953,"启明星号的航海长",0,"",0,0,1,0,0
1954,"启明星号的炮击手",0,"",0,0,1,0,0
1955,"启明星号的甲板员",0,"",0,0,1,0,0
1956,"目光敏锐的佣兵",0,"",0,0,1,0,0
1957,"品行不端的佣兵",0,"",0,0,1,0,0
1958,"辉鳞人佣兵",0,"",0,0,1,0,0
1959,"辉鳞人佣兵",0,"",0,0,1,0,0
1960,"阴沉的佣兵",0,"",0,0,1,0,0
1961,"拉比苏",0,"",0,0,1,0,0
1962,"逃亡小魔精",0,"",0,0,1,0,0
1963,"希拉狄哈魔石精",0,"",0,0,1,0,0
1964,"启明星号的掌帆员",0,"",0,0,1,0,0
1965,"启明星号的操舵员",0,"",0,0,1,0,0
1966,"启明星号的炮击手",0,"",0,0,1,0,0
1967,"船医长 赫斯克斯克拉特",0,"",0,0,1,0,0
1968,"启明星号的瞭望员",0,"",0,0,1,0,0
1969,"启明星号的补帆员",0,"",0,0,1,0,0
1970,"忏悔之火",0,"",0,0,1,0,0
1971,"冰碛巨像",0,"",0,0,1,0,0
1972,"妙翅之灵",0,"",0,0,1,0,0
1973,"美翼之灵",0,"",0,0,1,0,0
1974,"贝利亚斯之爪",0,"",0,0,1,0,0
1975,"獠牙野猪",0,"",0,0,1,0,0
1976,"膨胀夜蟾蜍",0,"",0,0,1,0,0
1977,"碎岩拳 塔纳德·夏",0,"",0,0,1,0,0
1978,"蓝布顿巨虫",0,"",0,0,1,0,0
1979,"暴风元精",0,"",0,0,1,0,0
1980,"第129团祭司",0,"",0,0,1,0,0
1981,"角岩巨像",0,"",0,0,1,0,0
1982,"水晶守护者",0,"",0,0,1,0,0
1983,"杀人蜂云",0,"",0,0,1,0,0
1984,"阿拉米格的年轻人",0,"",0,0,1,0,0
1985,"加重祸蛛蝎",0,"",0,0,1,0,0
1986,"农场古菩猩猩",0,"",0,0,1,0,0
1987,"太阳仙人刺",0,"",0,0,1,0,0
1988,"帝国军密探",0,"",0,0,1,0,0
1989,"神秘的袭击者",0,"",0,0,1,0,0
1990,"福尔唐家的骑兵",0,"",0,0,1,0,0
1991,"巨型龙鸟",0,"",0,0,1,0,0
1992,"伤痕羚羊",0,"",0,0,1,0,0
1993,"石皮毒蜥蜴",0,"",0,0,1,0,0
1994,"乏味肉蝇",0,"",0,0,1,0,0
1995,"尖螯陆蟹",0,"",0,0,1,0,0
1996,"外灵质",0,"",0,0,1,0,0
1997,"骸旅团兵卒",0,"",0,0,1,0,0
1998,"贝拉哈迪亚士兵",0,"",0,0,1,0,0
1999,"贝拉哈迪亚法师",0,"",0,0,1,0,0
2000,"沙灵",0,"",0,0,1,0,0
2001,"哥布林伏兵",0,"",0,0,1,0,0
2002,"谢兹姆",0,"",0,0,1,0,0
2003,"白死鼠",0,"",0,0,1,0,0
2004,"鸟人断枝剑士",0,"",0,0,1,0,0
2005,"青磷矿爬虫",0,"",0,0,1,0,0
2006,"辫子头 克洛诺斯",0,"",0,0,1,0,0
2007,"小可爱卡萝特",0,"",0,0,1,0,0
2008,"榍石矿妖虫",0,"",0,0,1,0,0
2009,"戈尔贡牛头魔",0,"",0,0,1,0,0
2010,"巨型沙虫",0,"",0,0,1,0,0
2011,"兴奋的鹞鹰",0,"",0,0,1,0,0
2012,"兴奋的盗龙",0,"",0,0,1,0,0
2013,"无管角石",0,"",0,0,1,0,0
2014,"翡翠蝾螈",0,"",0,0,1,0,0
2015,"海奎特",0,"",0,0,1,0,0
2016,"红螳螂",0,"",0,0,1,0,0
2017,"博尔顿",0,"",0,0,1,0,0
2018,"徘徊战士",0,"",0,0,1,0,0
2019,"徘徊法师",0,"",0,0,1,0,0
2020,"跳跃环尾猴",0,"",0,0,1,0,0
2021,"鳞齿陆鱼",0,"",0,0,1,0,0
2022,"银胄团近卫骑士",0,"",0,0,1,0,0
2023,"银胄团侍从骑士",0,"",0,0,1,0,0
2024,"以太缠绕的水母",0,"",0,0,1,0,0
2025,"以太缠绕的巨蝇",0,"",0,0,1,0,0
2026,"以太缠绕的士兵",0,"",0,0,1,0,0
2027,"地灵雇工",0,"",0,0,1,0,0
2028,"地灵看守",0,"",0,0,1,0,0
2029,"翼蜥母体",0,"",0,0,1,0,0
2030,"灰酌雷蛟",0,"",0,0,1,0,0
2031,"太古龙鸟",0,"",0,0,1,0,0
2032,"驯养的死亡凝视",0,"",0,0,1,0,0
2033,"流浪祸蛛蝎",0,"",0,0,1,0,0
2034,"流浪灵蛛蝎",0,"",0,0,1,0,0
2035,"无言剑士",0,"",0,0,1,0,0
2036,"巨人囚徒",0,"",0,0,1,0,0
2037,"基迦囚徒",0,"",0,0,1,0,0
2038,"深空之魂",0,"",0,0,1,0,0
2039,"深空顽鬼",0,"",0,0,1,0,0
2040,"深空之眼",0,"",0,0,1,0,0
2041,"深空守卫",0,"",0,0,1,0,0
2042,"深空巫师",0,"",0,0,1,0,0
2043,"愠怒水元精",0,"",0,0,1,0,0
2044,"愠怒雷元精",0,"",0,0,1,0,0
2045,"愠怒风元精",0,"",0,0,1,0,0
2046,"红腹盗墓蜂兵",0,"",0,0,1,0,0
2047,"红腹盗墓蜂兵",0,"",0,0,1,0,0
2048,"红腹盗墓蜂兵",0,"",0,0,1,0,0
2049,"悲痛公山羊",0,"",0,0,1,0,0
2050,"悲痛母山羊",0,"",0,0,1,0,0
2051,"徘徊之魂",0,"",0,0,1,0,0
2052,"受雇的格斗家",0,"",0,0,1,0,0
2053,"受雇的弓箭手",0,"",0,0,1,0,0
2054,"亚拉戈镜骑士",0,"",0,0,1,0,0
2055,"狂野魔界花",0,"",0,0,1,0,0
2056,"毁坏的以太",0,"",0,0,1,0,0
2057,"臭套索花",0,"",0,0,1,0,0
2058,"菌蝇群",0,"",0,0,1,0,0
2059,"不破地灵",0,"",0,0,1,0,0
2060,"斑纹泥沼蝾螈",0,"",0,0,1,0,0
2061,"哈帕利特长老",0,"",0,0,1,0,0
2062,"亚拉戈遗魂",0,"",0,0,1,0,0
2063,"乳根魔界花",0,"",0,0,1,0,0
2064,"激进者 劳伦修斯",0,"",0,0,1,0,0
2065,"第三大队咒法士",0,"",0,0,1,0,0
2066,"第三大队箭斗士",0,"",0,0,1,0,0
2067,"熔岩牙 海莫兹·地",0,"",0,0,1,0,0
2068,"精炼应征兵",0,"",0,0,1,0,0
2069,"不屈的古恩德巴尔德",0,"",0,0,1,0,0
2070,"阿拉米格萨满",0,"",0,0,1,0,0
2071,"刹那剑 威尔雷德",0,"",0,0,1,0,0
2072,"威尔雷德的手下",0,"",0,0,1,0,0
2073,"海雄斧 特拉哈涂姆",0,"",0,0,1,0,0
2074,"大块岩石",0,"",0,0,1,0,0
2075,"小块岩石",0,"",0,0,1,0,0
2076,"神殿骑士团重骑兵",0,"",0,0,1,0,0
2077,"神殿骑士团医师",0,"",0,0,1,0,0
2078,"神殿骑士团射手",0,"",0,0,1,0,0
2079,"神殿骑士团轻骑兵",0,"",0,0,1,0,0
2080,"神殿骑士团枪骑兵",0,"",0,0,1,0,0
2081,"虔诚的乌尔利内",0,"",0,0,1,0,0
2082,"银剑 奥尔什方",0,"",0,0,1,0,0
2083,"异端猎人 吉耶姆",0,"",0,0,1,0,0
2084,"吉耶姆",0,"",0,0,1,0,0
2085,"诚实的德里耶蒙",0,"",0,0,1,0,0
2086,"狄兰达尔家的骑兵",0,"",0,0,1,0,0
2087,"第五大队十夫长",0,"",0,0,1,0,0
2088,"第五大队弓斗士",0,"",0,0,1,0,0
2089,"魔导先锋重装型",0,"",0,0,1,0,0
