Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD],8 [UBYTE] [0x16],9 [UINT] [0x10],10 [UBYTE] [0x17],11 [USHORT] [0x14],12 [BBOOL] [0x19],13 [BBOOL] [0x19],14 [BBOOL] [0x19],15 [UBYTE] [0x18]
2005910,"指定地点",0,"",0,0,1,0,0,3,67542,7,2075,true,false,true,0
2005911,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005912,"",0,"",0,0,1,0,0,3,0,0,0,false,false,true,0
2005913,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005914,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005915,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005916,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005917,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005918,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005919,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005920,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005921,"指定地点",0,"",0,0,1,0,0,3,65771,7,2075,true,false,true,0
2005922,"指定地点",0,"",0,0,1,0,0,3,65771,7,2075,true,false,true,0
2005923,"指定地点",0,"",0,0,1,0,0,3,65771,7,2075,true,false,true,0
2005924,"×トリガーポップ用レクト",0,"",0,0,1,0,0,3,0,7,2701,false,false,true,0
2005925,"指定地点",0,"",0,0,1,0,0,3,67220,7,9684,true,false,true,0
2005926,"指定地点",0,"",0,0,1,0,0,3,67220,7,9684,true,false,true,0
2005927,"指定地点",0,"",0,0,1,0,0,3,67220,7,9684,true,false,true,0
2005928,"指定地点",0,"",0,0,1,0,0,3,67221,7,2075,true,false,true,0
2005929,"指定地点",0,"",0,0,1,0,0,3,67221,7,2075,true,false,true,0
2005930,"指定地点",0,"",0,0,1,0,0,3,67221,7,2075,true,false,true,0
2005931,"指定地点",0,"",0,0,1,0,0,3,67221,7,1626,true,false,true,0
2005932,"指定地点",0,"",0,0,1,0,0,3,67222,7,2075,true,false,true,0
2005933,"",0,"",0,0,1,0,0,3,67223,7,4155,false,false,true,0
2005934,"指定地点",0,"",0,0,1,0,0,3,67223,7,2075,true,false,true,0
2005935,"指定地点",0,"",0,0,1,0,0,3,67223,7,2075,true,false,true,0
2005936,"",0,"",0,0,1,0,0,3,67223,7,4155,false,false,true,0
2005937,"",0,"",0,0,1,0,0,3,67223,7,4155,false,false,true,0
2005938,"指定地点",0,"",0,0,1,0,0,3,67223,7,1625,true,false,true,0
2005939,"指定地点",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2005940,"指定地点",0,"",0,0,1,0,0,3,67224,7,1625,true,false,true,0
2005941,"指定地点",0,"",0,0,1,0,0,3,67224,7,1625,true,false,true,0
2005942,"指定地点",0,"",0,0,1,0,0,3,67224,7,2075,true,false,true,0
2005943,"",0,"",0,0,1,0,0,3,67224,7,1626,false,false,true,0
2005944,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005945,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005946,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005947,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005948,"未调查的矿脉",0,"",0,0,1,0,0,3,67619,7,2076,true,false,true,0
2005949,"未调查的矿脉",0,"",0,0,1,0,0,3,67619,7,2076,true,false,true,0
2005950,"未调查的矿脉",0,"",0,0,1,0,0,3,67619,7,2076,true,false,true,0
2005951,"",0,"",0,0,1,0,0,3,0,0,9513,false,false,true,0
2005952,"×荷車",0,"",0,0,1,0,0,3,67604,7,2039,false,false,true,0
2005953,"×樽1",0,"",0,0,1,0,0,3,67604,7,3192,false,false,true,0
2005954,"×樽2",0,"",0,0,1,0,0,3,67604,7,3192,false,false,true,0
2005955,"×樽",0,"",0,0,1,0,0,4,0,0,3192,false,false,true,0
2005956,"×海賊テーブル",0,"",0,0,1,0,0,3,67605,7,7262,false,false,true,0
2005957,"×本の山",0,"",0,0,1,0,0,3,67605,7,7273,false,false,true,0
2005958,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005959,"炎天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005960,"水天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005961,"风天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005962,"土天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005963,"雷天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005964,"冰天座的奥秘",0,"",0,0,1,0,0,2,0,7,9126,true,false,true,0
2005965,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2005966,"指定地点",0,"",0,0,1,0,0,3,67565,7,1625,true,false,true,0
2005967,"指定地点",0,"",0,0,1,0,0,3,67566,7,1625,true,false,true,0
2005968,"",0,"",0,0,1,0,0,3,67637,7,2702,false,false,true,0
2005969,"魔石精的痕迹",0,"",0,0,1,0,0,3,67638,7,3843,true,false,true,0
2005970,"魔石精的痕迹",0,"",0,0,1,0,0,3,67638,7,3839,true,false,true,0
2005971,"魔石精的痕迹",0,"",0,0,1,0,0,3,67638,7,3835,true,false,true,0
2005972,"指定地点",0,"",0,0,1,0,0,3,67639,7,2075,true,false,true,0
2005973,"",0,"",0,0,1,0,0,3,67639,7,2039,false,false,true,0
2005974,"",0,"",0,0,1,0,0,3,67639,7,2702,false,false,true,0
2005975,"",0,"",0,0,1,0,0,3,67640,7,1626,false,false,true,0
2005976,"",0,"",0,0,1,0,0,3,67641,7,1626,false,false,true,0
2005977,"",0,"",0,0,1,0,0,3,67568,7,9321,false,false,true,0
2005978,"指定地点",0,"",0,0,1,0,0,3,67568,7,1625,true,false,true,0
2005979,"",0,"",0,0,1,0,0,3,67569,7,2702,false,false,true,0
2005980,"结冰的血迹",0,"",0,0,1,0,0,3,67570,7,2075,true,false,true,0
2005981,"结冰的血迹",0,"",0,0,1,0,0,3,67570,7,2075,true,false,true,0
2005982,"结冰的血迹",0,"",0,0,1,0,0,3,67570,7,2075,true,false,true,0
2005983,"近卫骑士的头冠",0,"",0,0,1,0,0,3,67570,7,2075,true,false,true,0
2005984,"",0,"",0,0,1,0,0,3,67570,7,2702,false,false,true,0
2005985,"",0,"",0,0,1,0,0,3,67570,7,1626,false,false,true,0
2005986,"神秘的木箱",0,"",0,0,1,0,0,3,67571,7,2075,true,false,true,0
2005987,"",0,"",0,0,1,0,0,3,67572,7,2701,false,false,true,0
2005988,"",0,"",0,0,1,0,0,3,0,7,2701,false,false,true,0
2005989,"",0,"",0,0,1,0,0,3,67572,7,2701,false,false,true,0
2005990,"索尔克扎吉尔之墓",0,"",0,0,1,0,0,3,67573,7,2075,true,false,true,0
2005991,"",0,"",0,0,1,0,0,3,67573,7,1626,false,false,true,0
2005992,"被夺走的物资",0,"",0,0,1,0,0,3,67269,7,9497,true,false,true,0
2005993,"放有酒瓶的木箱",0,"",0,0,1,0,0,3,67281,7,2075,true,false,true,0
2005994,"放有酒瓶的木箱",0,"",0,0,1,0,0,3,67281,7,9499,false,false,true,0
2005995,"指定地点",0,"",0,0,1,0,0,3,67283,7,2075,true,false,true,0
2005996,"燃烧旺盛的火焰",0,"",0,0,1,0,0,3,67283,7,2075,true,false,true,0
2005997,"指定地点",0,"",0,0,1,0,0,3,67283,7,2075,true,false,true,0
2005998,"",0,"",0,0,1,0,0,3,67283,7,9081,false,false,true,0
2005999,"",0,"",0,0,1,0,0,3,67283,7,9500,false,false,true,0
2006000,"云顶菇",0,"",0,0,1,0,0,3,67276,7,3745,true,false,true,0
2006001,"满是伤痕的骨头",0,"",0,0,1,0,0,3,67285,7,3717,true,false,true,0
2006002,"",0,"",0,0,1,0,0,3,67292,7,2702,false,false,true,0
2006003,"",0,"",0,0,1,0,0,3,67292,7,7270,false,false,true,0
2006004,"骑兵团的物资",0,"",0,0,1,0,0,3,67292,7,2075,true,false,true,0
2006005,"指定地点",0,"",0,0,1,0,0,3,67298,7,2075,true,false,true,0
2006006,"指定地点",0,"",0,0,1,0,0,3,67298,7,2075,true,false,true,0
2006007,"指定地点",0,"",0,0,1,0,0,3,67298,7,2075,true,false,true,0
2006008,"",0,"",0,0,1,0,0,3,67301,7,2702,false,false,true,0
2006009,"",0,"",0,0,1,0,0,3,67302,7,2702,false,false,true,0
2006010,"",0,"",0,0,1,0,0,3,67305,7,9501,false,false,true,0
2006011,"",0,"",0,0,1,0,0,3,67305,7,9501,false,false,true,0
2006012,"×未使用",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006013,"龙鸟的尸骸",0,"",0,0,1,0,0,3,67305,7,2075,true,false,true,0
2006014,"指定地点",0,"",0,0,1,0,0,3,67305,7,2075,true,false,true,0
2006015,"双足飞龙的后脚",0,"",0,0,1,0,0,3,67305,7,2075,true,false,true,0
2006016,"×未使用",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006017,"贵族的遗体",0,"",0,0,1,0,0,3,67425,7,1625,true,false,true,0
2006018,"",0,"",0,0,1,0,0,3,67428,7,9534,false,false,true,0
2006019,"双足飞龙的尸骸",0,"",0,0,1,0,0,3,67428,7,1625,true,false,true,0
2006020,"×未使用",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006021,"×未使用",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006022,"×未使用",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006023,"",0,"",0,0,1,0,0,3,67434,7,9511,false,false,true,0
2006024,"",0,"",0,0,1,0,0,3,67434,7,9512,false,false,true,0
2006025,"",0,"",0,0,1,0,0,3,67434,7,9512,false,false,true,0
2006026,"飞龙骨",0,"",0,0,1,0,0,3,67434,7,2075,true,false,true,0
2006027,"指定地点",0,"",0,0,1,0,0,3,67434,7,2075,true,false,true,0
2006028,"指定地点",0,"",0,0,1,0,0,3,67434,7,1625,true,false,true,0
2006029,"指定地点",0,"",0,0,1,0,0,3,67351,7,1625,true,false,true,0
2006030,"指定地点",0,"",0,0,1,0,0,3,67352,7,1625,true,false,true,0
2006031,"肮脏的石板",0,"",0,0,1,0,0,3,67353,7,9508,true,false,true,0
2006032,"飞龙草",0,"",0,0,1,0,0,3,67354,7,9509,true,false,true,0
2006033,"指定地点",0,"",0,0,1,0,0,3,67447,7,2075,true,false,true,0
2006034,"",0,"",0,0,1,0,0,4,0,0,9522,false,false,true,0
2006035,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006036,"",0,"",0,0,1,0,0,2,0,0,3697,false,false,true,0
2006037,"矿脉探索",0,"",0,0,1,0,0,1,2359301,0,0,true,false,true,0
2006038,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006039,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006040,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006041,"积雪",0,"",0,0,1,0,0,3,67270,7,2075,true,false,true,0
2006042,"积雪",0,"",0,0,1,0,0,3,67270,7,2075,true,false,true,0
2006043,"积雪",0,"",0,0,1,0,0,3,67270,7,2075,true,false,true,0
2006044,"救助疑似蕾薇瓦的占星术士",0,"",0,0,1,0,0,2,0,7,2075,true,false,true,0
2006045,"选择有威严的占星术士",0,"",0,0,1,0,0,2,0,7,2075,true,false,true,0
2006046,"选择年轻的占星术士",0,"",0,0,1,0,0,2,0,7,2075,true,false,true,0
2006047,"",0,"",0,0,1,0,0,3,67222,7,2702,false,false,true,0
2006048,"",0,"",0,0,1,0,0,4,0,0,9621,false,false,true,0
2006049,"",0,"",0,0,1,0,0,3,0,0,3784,false,false,true,0
2006050,"挖掘地点",0,"",0,0,1,0,0,3,66121,7,2075,true,false,true,0
2006051,"挖掘地点",0,"",0,0,1,0,0,3,66121,7,2075,true,false,true,0
2006052,"挖掘地点",0,"",0,0,1,0,0,3,66121,7,2075,true,false,true,0
2006053,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006054,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006055,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006056,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006057,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006058,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006059,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006060,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006061,"玛托雅的药草",0,"",0,0,1,0,0,3,67502,7,1625,true,false,true,0
2006062,"玛托雅的药草",0,"",0,0,1,0,0,3,67502,7,1625,true,false,true,0
2006063,"玛托雅的药草",0,"",0,0,1,0,0,3,67502,7,1625,true,false,true,0
2006064,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006065,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006066,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006067,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006068,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006069,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006070,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006071,"坏掉的以太之晶",0,"",0,0,1,0,0,3,67503,7,2075,true,false,true,0
2006072,"干净的泉水池",0,"",0,0,1,0,0,3,67504,7,2075,true,false,true,0
2006073,"干净的泉水池",0,"",0,0,1,0,0,3,67504,7,2075,true,false,true,0
2006074,"干净的泉水池",0,"",0,0,1,0,0,3,67504,7,2075,true,false,true,0
2006075,"干净的泉水池",0,"",0,0,1,0,0,3,67504,7,2075,true,false,true,0
2006076,"干净的泉水池",0,"",0,0,1,0,0,3,67504,7,2075,true,false,true,0
2006077,"小小的木桥",0,"",0,0,1,0,0,3,67505,7,2075,true,false,true,0
2006078,"×未使用",0,"",0,0,1,0,0,3,0,7,2102,true,false,true,0
2006079,"×未使用",0,"",0,0,1,0,0,3,0,7,2102,true,false,true,0
2006080,"指定地点",0,"",0,0,1,0,0,3,67506,7,2075,true,false,true,0
2006081,"指定地点",0,"",0,0,1,0,0,3,67507,7,2075,true,false,true,0
2006082,"指定地点",0,"",0,0,1,0,0,3,67507,7,2075,true,false,true,0
2006083,"指定地点",0,"",0,0,1,0,0,3,67507,7,2075,true,false,true,0
2006084,"胧的枷锁",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2006085,"",0,"",0,0,1,0,0,3,67399,7,2702,false,false,true,0
2006086,"",0,"",0,0,1,0,0,3,67400,7,2702,false,false,true,0
2006087,"",0,"",0,0,1,0,0,3,67402,7,2702,false,false,true,0
2006088,"",0,"",0,0,1,0,0,3,67402,7,2702,false,false,true,0
2006089,"",0,"",0,0,1,0,0,3,67402,7,2702,false,false,true,0
2006090,"",0,"",0,0,1,0,0,3,67403,7,2702,false,false,true,0
2006091,"",0,"",0,0,1,0,0,3,67403,7,2702,false,false,true,0
2006092,"",0,"",0,0,1,0,0,3,67403,7,2702,false,false,true,0
2006093,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006094,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006095,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006096,"",0,"",0,0,1,0,0,3,67571,7,2047,false,false,true,0
2006097,"",0,"",0,0,1,0,0,3,67471,7,2702,false,false,true,0
2006098,"",0,"",0,0,1,0,0,3,67478,7,2702,false,false,true,0
2006099,"",0,"",0,0,1,0,0,3,67485,7,2702,false,false,true,0
2006100,"",0,"",0,0,1,0,0,3,67487,7,2702,false,false,true,0
2006101,"",0,"",0,0,1,0,0,3,67487,7,2702,false,false,true,0
2006102,"",0,"",0,0,1,0,0,3,67487,7,2702,false,false,true,0
2006103,"",0,"",0,0,1,0,0,3,67489,7,2056,false,false,true,0
2006104,"篝火",0,"",0,0,1,0,0,3,67489,7,2075,true,false,true,0
2006105,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006106,"",0,"",0,0,1,0,0,3,67357,7,2702,false,false,true,0
2006107,"",0,"",0,0,1,0,0,3,67367,7,2702,false,false,true,0
2006108,"",0,"",0,0,1,0,0,3,67367,7,2702,false,false,true,0
2006109,"库啵果",0,"",0,0,1,0,0,3,67511,7,9476,true,false,true,0
2006110,"库啵果",0,"",0,0,1,0,0,3,67511,7,9476,true,false,true,0
2006111,"库啵果",0,"",0,0,1,0,0,3,67511,7,9476,true,false,true,0
2006112,"库啵果",0,"",0,0,1,0,0,3,67511,7,9476,true,false,true,0
2006113,"库啵果",0,"",0,0,1,0,0,3,67512,7,9476,true,false,true,0
2006114,"黑色羽毛",0,"",0,0,1,0,0,3,67512,7,9510,true,false,true,0
2006115,"黑色羽毛",0,"",0,0,1,0,0,3,67512,7,9510,true,false,true,0
2006116,"",0,"",0,0,1,0,0,3,67512,7,3755,false,false,true,0
2006117,"",0,"",0,0,1,0,0,3,67512,7,3755,false,false,true,0
2006118,"",0,"",0,0,1,0,0,3,67513,7,9523,false,false,true,0
2006119,"",0,"",0,0,1,0,0,3,67514,7,2702,false,false,true,0
2006120,"",0,"",0,0,1,0,0,3,853041,7,3904,false,false,true,0
2006121,"",0,"",0,0,1,0,0,3,853041,7,3904,false,false,true,0
2006122,"",0,"",0,0,1,0,0,3,853041,7,9335,false,false,true,0
2006123,"",0,"",0,0,1,0,0,3,853041,7,9336,false,false,true,0
2006124,"秘密基地的废品",0,"",0,0,1,0,0,3,67626,7,2075,true,false,true,0
2006125,"释放女孩",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2006126,"龙堡古钱",0,"",0,0,1,0,0,2,0,0,3995,true,false,true,0
2006127,"蜡烛菇",0,"",0,0,1,0,0,3,67311,7,3745,true,false,true,0
2006128,"蜡烛菇",0,"",0,0,1,0,0,3,67311,7,3745,true,false,true,0
2006129,"蜡烛菇",0,"",0,0,1,0,0,3,67311,7,3745,true,false,true,0
2006130,"指定地点",0,"",0,0,1,0,0,3,67312,7,2075,true,false,true,0
2006131,"",0,"",0,0,1,0,0,3,67312,7,9504,false,false,true,0
2006132,"指定地点",0,"",0,0,1,0,0,3,67313,7,2075,true,false,true,0
2006133,"指定地点",0,"",0,0,1,0,0,3,67313,7,2075,true,false,true,0
2006134,"指定地点",0,"",0,0,1,0,0,3,67313,7,2075,true,false,true,0
2006135,"",0,"",0,0,1,0,0,3,67313,7,9504,false,false,true,0
2006136,"",0,"",0,0,1,0,0,3,67313,7,9504,false,false,true,0
2006137,"",0,"",0,0,1,0,0,3,67313,7,9504,false,false,true,0
2006138,"",0,"",0,0,1,0,0,3,67313,7,9504,false,false,true,0
2006139,"",0,"",0,0,1,0,0,3,67317,7,9080,false,false,true,0
2006140,"",0,"",0,0,1,0,0,3,67317,7,9079,false,false,true,0
2006141,"龙堡百合",0,"",0,0,1,0,0,3,67318,7,2075,true,false,true,0
2006142,"",0,"",0,0,1,0,0,3,67318,7,9505,false,false,true,0
2006143,"龙堡百合",0,"",0,0,1,0,0,3,67319,7,2075,true,false,true,0
2006144,"",0,"",0,0,1,0,0,3,67319,7,4106,false,false,true,0
2006145,"",0,"",0,0,1,0,0,3,67458,7,2702,false,false,true,0
2006146,"",0,"",0,0,1,0,0,3,67458,7,2702,false,false,true,0
2006147,"",0,"",0,0,1,0,0,3,67458,7,2702,false,false,true,0
2006148,"",0,"",0,0,1,0,0,3,67459,7,2702,false,false,true,0
2006149,"捕兽夹",0,"",0,0,1,0,0,3,67460,7,3183,true,false,true,0
2006150,"捕兽夹",0,"",0,0,1,0,0,3,67460,7,3183,true,false,true,0
2006151,"捕兽夹",0,"",0,0,1,0,0,3,67460,7,3183,true,false,true,0
2006152,"",0,"",0,0,1,0,0,3,0,7,3150,false,false,true,0
2006153,"",0,"",0,0,1,0,0,3,67461,7,9507,false,false,true,0
2006154,"",0,"",0,0,1,0,0,3,67461,7,7271,false,false,true,0
2006155,"",0,"",0,0,1,0,0,3,67461,7,3186,false,false,true,0
2006156,"",0,"",0,0,1,0,0,3,67461,7,5765,false,false,true,0
2006157,"",0,"",0,0,1,0,0,3,67462,7,2056,false,false,true,0
2006158,"",0,"",0,0,1,0,0,3,67462,7,3186,false,false,true,0
2006159,"",0,"",0,0,1,0,0,3,67462,7,7271,false,false,true,0
2006160,"",0,"",0,0,1,0,0,3,67462,7,9463,false,false,true,0
2006161,"",0,"",0,0,1,0,0,3,67462,7,9082,false,false,true,0
2006162,"",0,"",0,0,1,0,0,3,67462,7,2702,false,false,true,0
2006163,"",0,"",0,0,1,0,0,3,67463,7,2056,false,false,true,0
2006164,"",0,"",0,0,1,0,0,3,67463,7,3186,false,false,true,0
2006165,"",0,"",0,0,1,0,0,3,67463,7,7271,false,false,true,0
2006166,"",0,"",0,0,1,0,0,3,67463,7,9463,false,false,true,0
2006167,"",0,"",0,0,1,0,0,3,67463,7,9082,false,false,true,0
2006168,"",0,"",0,0,1,0,0,3,853190,7,9081,false,false,true,0
2006169,"",0,"",0,0,1,0,0,3,67463,7,9465,false,false,true,0
2006170,"进入点",0,"",0,0,1,0,0,3,853038,7,4397,true,false,true,0
2006171,"",0,"",0,0,1,0,0,4,0,0,9189,false,false,true,0
2006172,"",0,"",0,0,1,0,0,3,0,7,9330,false,false,true,0
2006173,"",0,"",0,0,1,0,0,2,0,0,3719,false,false,true,0
2006174,"",0,"",0,0,1,0,0,2,0,0,3133,false,false,true,0
2006175,"信号发射装置",0,"",0,0,1,0,0,2,0,7,2075,true,false,true,0
2006176,"",0,"",0,0,0,0,0,0,0,0,0,false,false,false,0
2006177,"古书的一部分",0,"",0,0,1,0,0,2,0,0,9405,true,false,true,0
2006178,"神秘试验装置",0,"",0,0,1,0,0,2,0,0,9406,true,false,true,0
2006179,"",0,"",0,0,1,0,0,3,67318,7,9506,false,false,true,0
2006180,"神秘的辉石",0,"",0,0,1,0,0,3,67626,7,2075,true,false,true,0
2006181,"双足飞龙的尸骸",0,"",0,0,1,0,0,3,67428,7,2075,true,false,true,0
2006182,"指定地点",0,"",0,0,1,0,0,3,67226,7,1625,true,false,true,0
2006183,"",0,"",0,0,1,0,0,3,67564,7,1626,false,false,true,0
2006184,"",0,"",0,0,1,0,0,3,67567,7,1626,false,false,true,0
2006185,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006186,"风脉泉",0,"",0,0,1,0,0,3,2818054,7,9524,true,false,true,0
2006187,"风脉泉",0,"",0,0,1,0,0,3,2818055,7,9524,true,false,true,0
2006188,"风脉泉",0,"",0,0,1,0,0,3,2818056,7,9524,true,false,true,0
2006189,"风脉泉",0,"",0,0,1,0,0,3,2818057,7,9524,true,false,true,0
2006190,"风脉泉",0,"",0,0,1,0,0,3,2818058,7,9524,true,false,true,0
2006191,"风脉泉",0,"",0,0,1,0,0,3,2818059,7,9524,true,false,true,0
2006192,"风脉泉",0,"",0,0,1,0,0,3,2818060,7,9524,true,false,true,0
2006193,"风脉泉",0,"",0,0,1,0,0,3,2818061,7,9524,true,false,true,0
2006194,"风脉泉",0,"",0,0,1,0,0,3,2818062,7,9524,true,false,true,0
2006195,"风脉泉",0,"",0,0,1,0,0,3,2818068,7,9524,true,false,true,0
2006196,"风脉泉",0,"",0,0,1,0,0,3,2818069,7,9524,true,false,true,0
2006197,"风脉泉",0,"",0,0,1,0,0,3,2818070,7,9524,true,false,true,0
2006198,"风脉泉",0,"",0,0,1,0,0,3,2818071,7,9524,true,false,true,0
2006199,"风脉泉",0,"",0,0,1,0,0,3,2818072,7,9524,true,false,true,0
2006200,"风脉泉",0,"",0,0,1,0,0,3,2818073,7,9524,true,false,true,0
2006201,"风脉泉",0,"",0,0,1,0,0,3,2818074,7,9524,true,false,true,0
2006202,"风脉泉",0,"",0,0,1,0,0,3,2818075,7,9524,true,false,true,0
2006203,"风脉泉",0,"",0,0,1,0,0,3,2818076,7,9524,true,false,true,0
2006204,"风脉泉",0,"",0,0,1,0,0,3,2818077,7,9524,true,false,true,0
2006205,"风脉泉",0,"",0,0,1,0,0,3,2818083,7,9524,true,false,true,0
2006206,"风脉泉",0,"",0,0,1,0,0,3,2818084,7,9524,true,false,true,0
2006207,"风脉泉",0,"",0,0,1,0,0,3,2818085,7,9524,true,false,true,0
2006208,"风脉泉",0,"",0,0,1,0,0,3,2818086,7,9524,true,false,true,0
2006209,"风脉泉",0,"",0,0,1,0,0,3,2818087,7,9524,true,false,true,0
2006210,"风脉泉",0,"",0,0,1,0,0,3,2818088,7,9524,true,false,true,0
2006211,"风脉泉",0,"",0,0,1,0,0,3,2818089,7,9524,true,false,true,0
2006212,"风脉泉",0,"",0,0,1,0,0,3,2818090,7,9524,true,false,true,0
2006213,"风脉泉",0,"",0,0,1,0,0,3,2818091,7,9524,true,false,true,0
2006214,"风脉泉",0,"",0,0,1,0,0,3,2818092,7,9524,true,false,true,0
2006215,"风脉泉",0,"",0,0,1,0,0,3,2818098,7,9524,true,false,true,0
2006216,"风脉泉",0,"",0,0,1,0,0,3,2818099,7,9524,true,false,true,0
2006217,"风脉泉",0,"",0,0,1,0,0,3,2818100,7,9524,true,false,true,0
2006218,"风脉泉",0,"",0,0,1,0,0,3,2818101,7,9524,true,false,true,0
2006219,"风脉泉",0,"",0,0,1,0,0,3,2818102,7,9524,true,false,true,0
2006220,"风脉泉",0,"",0,0,1,0,0,3,2818103,7,9524,true,false,true,0
2006221,"风脉泉",0,"",0,0,1,0,0,3,2818104,7,9524,true,false,true,0
2006222,"风脉泉",0,"",0,0,1,0,0,3,2818105,7,9524,true,false,true,0
2006223,"风脉泉",0,"",0,0,1,0,0,3,2818106,7,9524,true,false,true,0
2006224,"风脉泉",0,"",0,0,1,0,0,3,2818107,7,9524,true,false,true,0
2006225,"风脉泉",0,"",0,0,1,0,0,3,2818113,7,9524,true,false,true,0
2006226,"风脉泉",0,"",0,0,1,0,0,3,2818114,7,9524,true,false,true,0
2006227,"风脉泉",0,"",0,0,1,0,0,3,2818115,7,9524,true,false,true,0
2006228,"风脉泉",0,"",0,0,1,0,0,3,2818116,7,9524,true,false,true,0
2006229,"风脉泉",0,"",0,0,1,0,0,3,2818117,7,9524,true,false,true,0
2006230,"风脉泉",0,"",0,0,1,0,0,3,2818118,7,9524,true,false,true,0
2006231,"风脉泉",0,"",0,0,1,0,0,3,2818119,7,9524,true,false,true,0
2006232,"风脉泉",0,"",0,0,1,0,0,3,2818120,7,9524,true,false,true,0
2006233,"风脉泉",0,"",0,0,1,0,0,3,2818121,7,9524,true,false,true,0
2006234,"风脉泉",0,"",0,0,1,0,0,3,2818122,7,9524,true,false,true,0
2006235,"（仮）結節点の扉",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2006236,"指定地点",0,"",0,0,1,0,0,3,67200,7,2075,true,false,true,0
2006237,"指定地点",0,"",0,0,1,0,0,3,67200,7,2075,true,false,true,0
2006238,"指定地点",0,"",0,0,1,0,0,3,67200,7,2075,true,false,true,0
2006239,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006240,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006241,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2006242,"陆行鸟的饲料",0,"",0,0,1,0,0,3,67265,7,9516,true,false,true,0
