Index,0 [STRING] [0x0],1 [BYTE] [0xC],2 [STRING] [0x4],3 [BYTE] [0xD],4 [BYTE] [0xE],5 [BYTE] [0xF],6 [BYTE] [0x10],7 [BYTE] [0x11],8 [STRING] [0x8],9 [UBYTE] [0x14]
1489,"",0,"",0,0,1,0,0,"",0
1490,"",0,"",0,0,1,0,0,"",0
1491,"",0,"",0,0,1,0,0,"",0
1492,"",0,"",0,0,1,0,0,"",0
1493,"",0,"",0,0,1,0,0,"",0
1494,"",0,"",0,0,1,0,0,"",0
1495,"",0,"",0,0,1,0,0,"",0
1496,"",0,"",0,0,1,0,0,"",0
1497,"",0,"",0,0,1,0,0,"",0
1498,"",0,"",0,0,1,0,0,"",0
1499,"",0,"",0,0,1,0,0,"",0
