Index,0 [INT] [0xC],1 [BOOL] [0x20],2 [UINT] [0x0],3 [UINT] [0x4],4 [UINT] [0x8],5 [INT] [0x10],6 [INT] [0x14],7 [INT] [0x18],8 [INT] [0x1C]
1933,3895,false,100,100,100,0,66613,0,0
1934,3896,false,100,100,100,0,66630,0,0
1935,3897,false,100,100,100,0,66636,0,0
1936,1675,false,100,100,100,0,66656,0,0
1937,1746,false,100,100,100,0,66657,0,0
1938,1816,false,100,100,100,0,66655,0,0
1939,1885,false,100,100,100,0,66658,0,0
1940,1955,false,100,100,100,0,66661,0,0
1941,2052,false,100,100,100,0,66660,0,0
1942,2140,false,100,100,100,0,66659,0,0
1943,2213,false,100,100,100,0,66662,0,0
1944,2214,false,100,100,100,0,66663,0,0
1945,2327,false,100,100,100,0,66075,0,0
1946,2354,false,100,100,100,0,65838,0,0
1947,2379,false,100,100,100,0,65820,0,0
1948,2404,false,100,100,100,0,66194,0,0
1949,2429,false,100,100,100,0,65602,0,0
1950,2455,false,100,100,100,0,66190,0,0
1951,2480,false,100,100,100,0,66186,0,0
1952,2506,false,100,100,100,0,65806,0,0
1953,2532,false,100,100,100,0,66182,0,0
1954,2558,false,100,100,100,0,65549,0,0
1955,2584,false,100,100,100,0,66654,0,0
1956,2651,false,100,100,100,0,65984,0,0
1957,3760,false,100,100,100,0,66226,0,0
1958,6222,false,100,100,100,0,66281,0,0
1959,4196,false,100,100,100,0,66177,0,0
1960,4102,false,100,100,100,0,65879,0,0
1961,4427,false,100,100,100,0,66080,0,0
1962,4428,false,100,100,100,0,65983,0,0
1963,4429,false,100,100,100,0,66087,0,0
1964,6138,false,100,100,100,0,66404,0,0
1965,7786,false,100,100,100,0,0,0,0
1966,7787,false,100,100,100,0,0,0,0
1967,7788,false,100,100,100,0,0,0,0
1968,7789,false,100,100,100,0,0,0,0
1969,7790,false,100,100,100,0,0,0,0
1970,7791,false,100,100,100,0,0,0,0
1971,7792,false,100,100,100,0,0,0,0
1972,7793,false,100,100,100,0,0,0,0
1973,2907,false,100,100,100,0,0,0,7
1974,2909,false,100,100,100,0,0,0,56
1975,2910,false,100,100,100,0,0,0,304
1976,2908,false,100,100,100,0,0,0,318
1977,6111,false,100,100,100,0,0,0,807
1978,2994,false,100,100,100,0,0,0,810
1979,6110,false,100,100,100,0,0,0,860
1980,4274,false,100,100,100,0,0,0,557
1981,4276,false,100,100,100,0,0,0,561
1982,4275,false,100,100,100,0,0,0,565
1983,6116,false,100,100,100,0,0,0,545
1984,6117,false,100,100,100,0,0,0,549
1985,6118,false,100,100,100,0,0,0,553
1986,4517,false,100,100,100,0,0,0,569
1987,4519,false,100,100,100,0,0,0,573
1988,4518,false,100,100,100,0,0,0,577
1989,6127,false,100,100,100,0,0,0,697
1990,6128,false,100,100,100,0,0,0,700
1991,6129,false,100,100,100,0,0,0,703
1992,6130,false,100,100,100,0,0,0,706
1993,6131,false,100,100,100,0,0,0,709
1994,6132,false,100,100,100,0,0,0,712
1995,6133,false,100,100,100,0,0,0,715
1996,6134,false,100,100,100,0,0,0,718
1997,6135,false,100,100,100,0,0,0,721
1998,6136,false,100,100,100,0,0,0,724
1999,6137,false,100,100,100,0,0,0,727
2000,6119,false,100,100,100,0,0,0,728
2001,6120,false,100,100,100,0,0,0,729
2002,6121,false,100,100,100,0,0,0,730
2003,6122,false,100,100,100,0,0,0,731
2004,6123,false,100,100,100,0,0,0,732
2005,6124,false,100,100,100,0,0,0,733
2006,6125,false,100,100,100,0,0,0,734
2007,6126,false,100,100,100,0,0,0,735
2008,2222,false,100,100,100,0,0,0,533
2009,2221,false,100,100,100,0,0,0,537
2010,2223,false,100,100,100,0,0,0,541
2011,2326,false,100,100,100,0,0,0,142
2012,2353,false,100,100,100,0,0,0,148
2013,2378,false,100,100,100,0,0,0,154
2014,2403,false,100,100,100,0,0,0,160
2015,2428,false,100,100,100,0,0,0,166
2016,2454,false,100,100,100,0,0,0,172
2017,2479,false,100,100,100,0,0,0,178
2018,2505,false,100,100,100,0,0,0,184
2019,2531,false,100,100,100,0,0,0,203
2020,2557,false,100,100,100,0,0,0,240
2021,2583,false,100,100,100,0,0,0,277
2022,6094,false,100,100,100,0,0,0,811
2023,6095,false,100,100,100,0,0,0,811
2024,6096,false,100,100,100,0,0,0,811
2025,6097,false,100,100,100,0,0,0,811
2026,6098,false,100,100,100,0,0,0,811
2027,6099,false,100,100,100,0,0,0,811
2028,6100,false,100,100,100,0,0,0,811
2029,6101,false,100,100,100,0,0,0,811
2030,2973,false,100,100,100,0,0,0,811
2031,2974,false,100,100,100,0,0,0,811
2032,2975,false,100,100,100,0,0,0,811
2033,2976,false,100,100,100,0,0,0,811
2034,2977,false,100,100,100,0,0,0,811
2035,2978,false,100,100,100,0,0,0,811
2036,2979,false,100,100,100,0,0,0,811
2037,2980,false,100,100,100,0,0,0,811
2038,2981,false,100,100,100,0,0,0,811
2039,2982,false,100,100,100,0,0,0,811
2040,3286,false,100,100,100,0,0,0,811
2041,3287,false,100,100,100,0,0,0,811
2042,3288,false,100,100,100,0,0,0,811
2043,3289,false,100,100,100,0,0,0,811
2044,3290,false,100,100,100,0,0,0,811
2045,3291,false,100,100,100,0,0,0,811
2046,3292,false,100,100,100,0,0,0,811
2047,3293,false,100,100,100,0,0,0,811
2048,3294,false,100,100,100,0,0,0,811
2049,2638,false,100,100,100,0,0,0,812
2050,2639,false,100,100,100,0,0,0,812
2051,2640,false,100,100,100,0,0,0,812
2052,2641,false,100,100,100,0,0,0,812
2053,6108,false,100,100,100,0,0,0,812
2054,6107,false,100,100,100,0,0,0,812
2055,6968,false,100,100,100,0,0,0,874
2056,6969,false,100,100,100,0,0,0,874
2057,6970,false,100,100,100,0,0,0,874
2058,2642,false,100,100,100,0,0,0,874
2059,2965,false,100,100,100,0,0,0,874
2060,3747,false,100,100,100,0,0,0,874
2061,2643,false,100,100,100,0,0,0,874
2062,2966,false,100,100,100,0,0,0,874
2063,2644,false,100,100,100,0,0,0,875
2064,2706,false,100,100,100,0,0,0,875
2065,2705,false,100,100,100,0,0,0,875
2066,2645,false,100,100,100,0,0,0,875
2067,2646,false,100,100,100,0,0,0,875
2068,2647,false,100,100,100,0,0,0,875
2069,2648,false,100,100,100,0,0,0,875
2070,6106,false,100,100,100,0,0,0,875
2071,6964,false,100,100,100,0,66828,0,0
2072,6966,false,100,100,100,0,66829,0,0
2073,6967,false,100,100,100,0,66830,0,0
2074,6965,false,100,100,100,0,66831,0,0
2075,6975,false,100,100,100,0,66833,0,0
2076,6976,false,100,100,100,0,66833,0,0
2077,6972,false,100,100,100,0,66837,0,0
2078,6973,false,100,100,100,0,66837,0,0
2079,4301,false,100,100,100,0,0,0,876
2080,4302,false,100,100,100,0,0,0,876
2081,4303,false,100,100,100,0,0,0,876
2082,6971,false,100,100,100,0,0,0,876
2083,6974,false,100,100,100,0,0,0,876
2084,6977,false,100,100,100,0,0,0,876
2085,4200,false,100,100,100,0,0,0,877
2086,2659,false,100,100,100,0,0,0,0
2087,2671,false,100,100,100,0,0,0,0
2088,2707,false,100,100,100,0,0,0,0
2089,2751,false,100,100,100,0,0,0,0
2090,2809,false,100,100,100,0,0,0,0
2091,4404,false,100,100,100,0,0,0,0
2092,4405,false,100,100,100,0,0,0,0
2093,4406,false,100,100,100,0,0,0,0
2094,4407,false,100,100,100,0,0,0,0
2095,4408,false,100,100,100,0,0,0,0
2096,2671,false,100,100,100,0,66956,0,0
2097,2707,false,100,100,100,0,66956,0,0
2098,2751,false,100,100,100,0,66956,0,0
2099,2809,false,100,100,100,0,66956,0,0
2100,4404,false,100,100,100,0,66956,0,0
2101,4405,false,100,100,100,0,66956,0,0
2102,4406,false,100,100,100,0,66956,0,0
2103,4407,false,100,100,100,0,66956,0,0
2104,4408,false,100,100,100,0,66956,0,0
2105,7153,false,100,100,100,0,0,0,0
2106,7154,false,100,100,100,0,0,0,0
2107,7155,false,100,100,100,0,0,0,0
2108,7156,false,100,100,100,0,0,0,0
2109,7128,false,100,100,100,0,0,0,0
2110,7129,false,100,100,100,0,0,0,0
2111,7130,false,100,100,100,0,0,0,0
2112,7621,false,100,100,100,0,0,0,0
2113,7671,false,100,100,100,0,0,0,0
2114,7672,false,100,100,100,0,0,0,0
2115,7673,false,100,100,100,0,0,0,0
2116,7674,false,100,100,100,0,0,0,0
2117,7675,false,100,100,100,0,0,0,0
2118,7676,false,100,100,100,0,0,0,0
2119,7677,false,100,100,100,0,0,0,0
2120,7556,false,100,100,100,0,0,0,0
2121,7557,false,100,100,100,0,0,0,0
2122,7554,false,100,100,100,0,0,0,0
2123,7555,false,100,100,100,0,0,0,0
2124,7122,false,100,100,100,0,0,0,0
2125,7123,false,100,100,100,0,0,0,0
2126,7126,false,100,100,100,0,0,0,0
2127,7127,false,100,100,100,0,0,0,0
2128,5772,false,100,100,100,0,0,0,0
2129,5775,false,100,100,100,0,0,0,0
2130,5763,false,100,100,100,0,0,0,0
2131,5736,false,100,100,100,0,0,0,0
2132,5793,false,100,100,100,0,0,0,0
2133,5805,false,100,100,100,0,0,0,0
2134,5750,false,100,100,100,0,0,0,0
2135,5758,false,100,100,100,0,0,0,0
2136,5778,false,100,100,100,0,0,0,0
2137,5782,false,100,100,100,0,0,0,0
2138,5741,false,100,100,100,0,0,0,0
2139,5792,false,100,100,100,0,0,0,0
2140,5803,false,100,100,100,0,0,0,0
2141,5808,false,100,100,100,0,0,0,0
2142,2306,false,100,100,100,0,66656,0,0
2143,7767,false,100,100,100,0,0,0,0
2144,5490,false,100,100,100,0,0,0,0
2145,3295,false,100,100,100,0,0,0,811
2146,0,false,100,100,100,0,0,0,0
2147,0,false,100,100,100,0,0,0,0
2148,0,false,100,100,100,0,0,0,0
2149,0,false,100,100,100,0,0,0,0
2150,0,false,100,100,100,0,0,0,0
2151,0,false,100,100,100,0,0,0,0
2152,0,false,100,100,100,0,0,0,0
2153,0,false,100,100,100,0,0,0,0
2154,0,false,100,100,100,0,0,0,0
2155,0,false,100,100,100,0,0,0,0
2156,0,false,100,100,100,0,0,0,0
2157,0,false,100,100,100,0,0,0,0
2158,0,false,100,100,100,0,0,0,0
2159,0,false,100,100,100,0,0,0,0
2160,0,false,100,100,100,0,0,0,0
2161,0,false,100,100,100,0,0,0,0
2162,0,false,100,100,100,0,0,0,0
2163,0,false,100,100,100,0,0,0,0
2164,0,false,100,100,100,0,0,0,0
2165,0,false,100,100,100,0,0,0,0
2166,0,false,100,100,100,0,0,0,0
2167,0,false,100,100,100,0,0,0,0
2168,0,false,100,100,100,0,0,0,0
2169,0,false,100,100,100,0,0,0,0
2170,0,false,100,100,100,0,0,0,0
2171,0,false,100,100,100,0,0,0,0
2172,0,false,100,100,100,0,0,0,0
2173,0,false,100,100,100,0,0,0,0
2174,0,false,100,100,100,0,0,0,0
2175,0,false,100,100,100,0,0,0,0
2176,0,false,100,100,100,0,0,0,0
2177,0,false,100,100,100,0,0,0,0
2178,0,false,100,100,100,0,0,0,0
2179,0,false,100,100,100,0,0,0,0
2180,0,false,100,100,100,0,0,0,0
2181,0,false,100,100,100,0,0,0,0
2182,0,false,100,100,100,0,0,0,0
2183,0,false,100,100,100,0,0,0,0
2184,0,false,100,100,100,0,0,0,0
2185,0,false,100,100,100,0,0,0,0
2186,0,false,100,100,100,0,0,0,0
2187,0,false,100,100,100,0,0,0,0
2188,0,false,100,100,100,0,0,0,0
2189,0,false,100,100,100,0,0,0,0
2190,0,false,100,100,100,0,0,0,0
2191,0,false,100,100,100,0,0,0,0
2192,0,false,100,100,100,0,0,0,0
2193,0,false,100,100,100,0,0,0,0
2194,0,false,100,100,100,0,0,0,0
2195,0,false,100,100,100,0,0,0,0
2196,0,false,100,100,100,0,0,0,0
2197,0,false,100,100,100,0,0,0,0
2198,0,false,100,100,100,0,0,0,0
2199,0,false,100,100,100,0,0,0,0
2200,0,false,100,100,100,0,0,0,0
2201,6149,false,100,100,100,0,0,0,0
2202,0,false,100,100,100,0,0,0,0
2203,0,false,100,100,100,0,0,0,0
2204,0,false,100,100,100,0,0,0,0
2205,0,false,100,100,100,0,0,0,0
2206,0,false,100,100,100,0,0,0,0
2207,0,false,100,100,100,0,0,0,0
2208,0,false,100,100,100,0,0,0,0
2209,0,false,100,100,100,0,0,0,0
2210,0,false,100,100,100,0,0,0,0
