Index,0 [STRING] [0x0],1 [STRING] [0x4],2 [USHORT] [0x8],3 [UBYTE] [0xC],4 [UBYTE] [0xD],5 [UBYTE] [0xE],6 [UBYTE] [0xF],7 [BBOOL] [0x14],8 [BBOOL] [0x14],9 [BBOOL] [0x14],10 [BBOOL] [0x14],11 [BBOOL] [0x14],12 [BBOOL] [0x14],13 [BBOOL] [0x14],14 [BBOOL] [0x14],15 [UBYTE] [0x10],16 [UBYTE] [0x11],17 [BBOOL] [0x15],18 [USHORT] [0xA],19 [BBOOL] [0x15],20 [BBOOL] [0x15],21 [UBYTE] [0x12],22 [UBYTE] [0x13]
567,"流沙","陷入流沙之中，移动速度逐渐降低，身体完全沉下去会陷入无法战斗状态",15631,0,2,0,0,false,false,false,false,false,false,false,false,100,1,false,0,false,false,0,0
568,"捕鱼人之识","察觉到稀有鱼类活动的状态。<br>可以钓到只在特殊条件下出现的鱼类",11101,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
569,"黏液","身上黏黏的，动作迟缓，体力逐渐流失",15609,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
570,"瞄准","举枪瞄准，开枪攻击造成的伤害会逐渐提高",15636,0,1,16,0,false,false,false,false,false,false,true,false,51,0,true,0,false,false,0,0
571,"失明","陷于黑暗之中，命中率降低",15012,0,2,10,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
572,"斩击耐性降低","对抗斩击攻击的耐性有所降低",17681,8,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
573,"打击耐性降低","对抗打击攻击的耐性有所降低",17701,8,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
574,"飘忽爆破","效果结束时会受到伤害",15616,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
575,"带电","身上带上电气，电光爆发威力提高",17721,16,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
576,"雷属性耐性降低","对抗雷属性攻击的耐性有所降低",17741,8,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
577,"气压领域","气压领域展开，过于接近卡利亚时会受到攻击",15617,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
578,"主首耐性降低","被主首攻击时受到的伤害有所提高",15618,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
579,"暴击","所有的攻击必定发动暴击",15555,0,1,16,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
580,"魔科学粒子α","身上附带着古代亚拉戈技术产生的魔科学粒子α，在特定条件下会逐渐流失体力",15619,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
581,"魔科学粒子β","身上附带着古代亚拉戈技术产生的魔科学粒子β，在特定条件下会逐渐流失体力",15620,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
582,"魔法受伤减轻","受到魔法攻击的伤害减少",17761,16,1,16,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
583,"物理受伤减轻","受到物理攻击的伤害减少",17781,16,1,16,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
584,"防御力场","远距离攻击无效化",15621,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
585,"防御力场抵消","防御力场无效化",15622,0,1,16,0,false,false,false,false,false,false,true,true,200,0,true,0,false,false,0,0
586,"最大体力增加","最大体力有所增加",17801,16,1,16,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
587,"叉形闪电","身上积攒了大量电气，效果结束时会对周围造成雷属性伤害",15623,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
588,"天启耐性降低","被天启攻击时所造成的伤害有所提高",15624,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
589,"引爆","身上附上了炼狱之炎，受到炼狱之燎火攻击时的伤害有所提高",15625,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
590,"延烧","身上附上了炼狱之炎，受到炼狱之燎火攻击时的伤害有所提高",15626,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
591,"青蓝之炎","身上附上了青蓝之炎，攻击的伤害量与技能的治疗量大幅降低",15627,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
592,"火焰漩涡","身处火焰漩涡之中，一切攻击都无效",15628,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
593,"浴火重生","不死鸟的火焰熊熊燃烧，每增加一档，转生之炎的威力便会上升一层",17821,16,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
594,"吸魂","吸收无法战斗的队员的生命力，并对自己附加浴火重生状态",15629,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
595,"灵泉祸","受到灵泉之波动攻击的伤害有所提高",17841,16,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
596,"龙压","身处龙神巴哈姆特的威压之下，受到特定攻击时伤害有所提高",17861,16,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
597,"拘束装置","攻击造成的伤害大幅降低",15545,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
598,"(仮)物理シールド(ストンスキン)","",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
599,"(仮)魔法シールド(ストンスキン)","",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
600,"魔法受伤减轻","受到魔法攻击的伤害减少",15056,0,1,16,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
601,"物理受伤减轻","受到物理攻击的伤害减少",15052,0,1,16,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
602,"太阳神的诅咒","受到太阳神阿泽玛的诅咒，达到4档时便会被操纵",17881,4,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
603,"太阳神的信徒","受到太阳神阿泽玛的诅咒，身心都被操纵了",15632,0,2,17,131,false,false,false,true,true,false,false,true,100,2,false,0,false,false,0,9
604,"冰床","站在结冰的地面上，一旦移动便会滑开",15615,0,2,17,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
605,"冻伤","冰属性持续伤害，体力逐渐流失",15525,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
606,"凝冻","身体被冻住，达到4档时会陷入冻结状态",17661,4,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
607,"雪球","变成了雪球",15611,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
608,"死亡引领","脚部被束缚，无法自由行动",15003,0,2,17,0,false,true,false,false,false,false,true,true,100,0,false,0,false,false,0,0
609,"抓捕","被抓住，无法行动，体力逐渐减少",15564,0,2,17,0,true,false,true,false,false,false,true,true,0,0,false,0,false,false,0,0
610,"石化","手足被石化，无法做出任何行动",15001,0,2,6,122,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
611,"心情愉悦","心情非常愉悦，能够通过“河童拳”打消“湿润”的状态",17901,8,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
612,"湿润","河童的盘子变得很湿润，在特定条件下发动“河童拳”时会消耗掉所有档数",17921,4,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
613,"河童","变身成河童，只能够发动专用技能“河童拳”",15043,0,2,17,0,false,false,true,false,false,false,false,false,200,2,false,0,false,false,0,9
614,"隐遁","隐遁自己的身形，移动速度降低",10607,0,1,16,0,false,false,false,false,false,false,true,true,100,1,false,0,false,true,0,2
615,"隐遁","隐遁自己的身形，移动速度降低",10607,0,1,16,0,false,false,false,false,false,false,true,true,100,1,false,0,false,true,0,2
616,"无形","身体变得透明，无法看清行动",15642,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,true,0,0
617,"含光","体内带有幻光，效果结束时幻光会发散出来",15641,0,1,16,0,false,false,false,false,false,false,false,false,200,0,true,0,false,false,0,0
618,"扩大技能效果范围","发动的技能效果范围比以往要大",17981,16,1,16,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,14
619,"火伤","火属性持续伤害，体力逐渐流失",17181,16,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
620,"战技封印","无法发动战技",15017,0,2,14,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
621,"火属性耐性降低","对抗火属性攻击的耐性有所降低",17941,5,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
622,"腐气","肺里充满了腐气，再次吸入腐气时会将原先身体中的腐气排出来扩散到周围",15638,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
623,"病弱","移动速度降低，自身所受的治疗魔法效果也会降低",15014,0,2,17,0,false,false,false,false,false,false,false,false,100,1,false,0,false,false,0,0
624,"切伤","斩击属性持续伤害，体力逐渐流失",15521,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
625,"击倒","被击倒在地，无法移动或发动技能",15044,0,2,3,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
626,"无法发动技能","无法发出任何技能",15045,0,2,3,0,false,false,true,false,false,false,true,true,100,0,false,0,false,false,0,0
627,"再生","体力会随时间逐渐恢复",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
628,"医济","体力会随时间逐渐恢复",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
629,"虚弱","自身所受的治疗魔法效果降低",17961,16,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
630,"加重","加速受到限制",16576,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
631,"体力消耗无效","体力不会消耗",16577,0,1,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
632,"失控","陆行鸟变得失控，在消耗体力的同时持续加速",16578,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
633,"动摇","陆行鸟受到动摇，无法加速",16579,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
634,"能力封印","无法使用竞赛能力",16580,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
635,"道具封印","无法使用竞赛道具",16581,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
636,"悲叹的烙印","受到“悲叹视线”攻击时伤害会有所提高",18041,4,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
637,"愤怒的烙印","受到“愤怒视线”攻击时伤害会有所提高",18061,4,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
638,"受伤加重","受到攻击的伤害增加",15020,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
639,"热病","身体极度发热，无论做出任何行动都会受到火属性伤害",15647,0,2,17,130,false,false,false,false,false,false,false,false,99,0,false,0,false,false,0,0
640,"毒耐性提升","对毒性的耐性有所提高",15648,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
641,"弱化效果反射","将以自身为攻击目标的弱化效果反射给使用者<br>无法反射以自身为目标的范围攻击",16582,0,1,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
642,"出血","无属性持续伤害，体力逐渐流失",15530,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
643,"出血","无属性持续伤害，体力逐渐流失",17121,8,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
644,"小鸡","变成了小鸡，无法发动任何技能",15640,0,2,17,0,false,false,true,false,true,false,false,false,100,2,false,0,false,false,0,9
645,"消化中","正在被消化，体力逐渐流失且受到的伤害有所增加",18081,8,2,17,0,false,false,false,false,false,false,false,false,100,14,false,0,false,false,0,0
646,"孤独感","一旦离开同伴过远便会陷入恐慌状态",15649,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
647,"基础降低","所有的状态能力参数均降低30%",15639,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
648,"体力持续恢复","体力会随时间逐渐恢复",15532,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
649,"物理攻击力提升","物理攻击力增强",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
650,"魔法攻击力提升","魔法攻击力增强",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
651,"加速","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",15008,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
652,"体力魔力增加","体力最大值与魔力最大值均有所提高",15085,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
653,"斗志昂扬","战意提高，攻击所造成的伤害提高，同时奋战槽增长速度也会提高",16215,0,1,16,0,false,false,false,false,false,false,true,false,1,3,true,0,false,false,0,0
654,"战意高涨","战意大幅提高，攻击所造成的伤害进一步提高，同时奋战槽增长速度也会进一步提高",16216,0,1,16,0,false,false,false,false,false,false,true,false,1,3,true,0,false,false,0,0
655,"圣盾之恩","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
656,"无敌","一切攻击都无法造成伤害",15024,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
657,"物理受伤加重","受到物理攻击的伤害增加",18001,16,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
658,"魔法受伤加重","受到魔法攻击的伤害增加",18021,16,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
659,"毒雾","无属性持续伤害，体力逐渐流失，且受到的伤害有所增加",15643,0,2,17,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
660,"延时","时间的流逝被力场所歪曲",15644,0,2,17,0,false,false,false,false,false,false,true,false,0,0,false,0,false,false,0,0
661,"双重","下次使用的技能会连续发动两次",15645,0,1,16,0,false,false,false,false,false,false,true,false,0,0,false,0,false,false,0,0
662,"三重","下次使用的技能会连续发动三次",15646,0,1,16,0,false,false,false,false,false,false,true,false,0,0,false,0,false,false,0,0
663,"不许动！","时间到，无法行动，祈祷自己不会被鼻息喷到吧",16217,0,2,17,0,false,false,false,true,false,false,false,true,100,0,false,0,false,false,0,0
664,"猎物","作为猎物被盯上了，靠近其他队员时可以将目标转移过去",15026,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
665,"非目标","不会被当作猎物了",15027,0,2,17,0,false,false,false,false,false,false,false,false,200,0,true,0,false,false,0,0
666,"感电","雷属性持续伤害，体力逐渐流失",15528,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
667,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,4,false,0,false,false,0,0
668,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,4,false,0,false,false,3,0
669,"移动速度提高","移动的速度有所提高",10101,0,1,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
670,"火属性耐性降低","对抗火属性攻击的耐性有所降低",17941,2,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
671,"无敌","一切攻击都无法造成伤害",15024,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
672,"伤害提高","攻击所造成的伤害提高",17061,3,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
673,"压缩粒子","身上附着了压缩粒子，积累档数过多会被附加缩小状态",18221,8,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
674,"粘着","身上附着了高粘着性物质，移动速度降低",15653,0,2,4,126,false,false,false,false,false,false,true,true,100,1,false,0,false,false,0,0
675,"","",15617,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
676,"潜伏","隐去了身形，过于接近敌人则会被发现",16001,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
677,"剧毒","身中剧毒，自身所受的治疗魔法效果降低，体力逐渐减少",15672,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
678,"顺风","身上缠绕着风之力，回避率提高",17721,16,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
679,"风壁","身上缠绕着强大的风之力，回避所有对自身发动的攻击",15642,0,1,16,0,false,false,false,false,false,false,true,false,200,0,false,0,false,false,0,16
680,"招架","受到特定方位的攻击时招架发动率提高",15046,0,1,16,0,false,false,false,false,false,false,false,false,200,1,false,0,false,false,0,15
681,"攻击形态","强化了攻击的形态，攻击所造成的伤害提高，受到攻击的伤害增加",15048,0,1,16,0,false,false,false,false,true,false,true,true,100,2,false,0,false,false,0,9
682,"防御形态","强化了防御的形态，攻击所造成的伤害降低，受到攻击的伤害减少",15047,0,1,16,0,false,false,false,false,true,false,true,true,100,2,false,0,false,false,0,9
683,"土之加护","受到了土之加护，为自身附加能够抵消一定伤害的防护罩<br>效果结束时如果防护罩还没有消失，则附加火之加护状态",15103,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
684,"火之加护","受到了火之加护，攻击所造成的伤害以及暴击率提高",15100,0,1,16,142,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
685,"风属性耐性降低","对抗风属性的耐性有所降低",18201,4,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
686,"中毒","毒素会导致体力逐渐减少",15007,0,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
687,"伤害提高","攻击所造成的伤害提高",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
688,"超荷","浮空炮塔系技能有所强化",13012,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
689,"魔力电容","魔力持续恢复",13013,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
690,"肌肉活化","技力持续恢复",13014,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
691,"物理受伤加重（指定）","指尖发动时会被附加物理受伤加重状态",15659,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
692,"伤害降低（指定）","指尖发动时会被附加伤害降低状态",15660,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
693,"治疗魔法效果降低（指定）","指尖发动时会被附加治疗效果降低状态",15661,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
694,"禁止更改指定对象","无法将指定状态转移给别人",15662,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
695,"物理受伤加重","受到物理攻击的伤害增加",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
696,"伤害降低","攻击所造成的伤害降低",15520,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
697,"治疗魔法效果降低","发动治疗魔法的治疗量降低",15572,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
698,"磁力（+）","身体带有正极性磁力",15663,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
699,"磁力（-）","身体带有负极性磁力",15664,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
700,"窒息","效果时间结束时会因窒息而陷入无法战斗状态",15665,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
701,"战斗能力降低","",15049,0,2,17,0,false,false,false,false,false,false,true,true,200,0,true,0,false,false,0,0
702,"肿胀","爆弹怪将毒气吸入体内",17101,4,2,17,0,false,false,false,false,false,false,true,true,200,0,true,0,false,false,0,0
703,"龙眼封印","受到了龙眼的影响，邪龙尼德霍格的力量有所抑制",15657,0,2,17,0,false,false,false,false,false,false,true,true,200,0,true,0,false,false,0,0
704,"龙眼加护","得到了龙眼的加护，受到攻击的伤害大幅减少",15658,0,1,16,0,false,false,false,false,false,false,true,true,200,0,true,0,false,false,0,0
705,"变身","变成了其他形态",16214,0,1,16,0,false,false,false,false,true,false,false,false,100,2,false,0,false,false,0,9
706,"光性爆雷","身上附着有光性爆雷，积累多档后会放出污染蒸汽",18121,4,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
707,"最终判决α","被判α罪，与最终判决β同时存在时，罪行加重，判处死刑",18141,5,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
708,"最终判决β","被判β罪，与最终判决α同时存在时，罪行加重，判处死刑",18161,5,2,17,0,false,false,false,false,false,false,false,false,199,0,false,0,false,false,0,0
709,"迟缓","移动速度降低",15653,0,2,17,126,false,false,false,false,false,false,false,false,199,1,false,0,false,false,0,0
710,"突击命令","收到突击命令，决心拼死奋战",15654,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
711,"精神失常","精神失常，无法做出任何行动，精神恢复正常后，清除所有仇恨",15655,0,2,17,0,true,false,true,false,false,false,false,false,200,0,false,0,false,false,0,0
712,"钢铁意志","击退与吸引无效",10153,0,1,16,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
713,"损害扩大","损害扩大，无法移动",15656,0,2,17,0,true,false,true,false,false,false,true,true,200,0,false,0,false,false,0,0
714,"受伤加重","受到攻击的伤害增加",17101,5,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
715,"不稳","身体失去平衡，无法做出任何行动",15044,0,2,17,0,true,false,true,false,false,false,false,false,80,4,false,0,false,false,0,0
716,"湍流","受到了气流影响，体力逐渐减少，积累的越多越容易受到俾斯麦魔力的影响",17241,5,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
717,"支配于风","被腾云风蛇的风之魔力所支配",15650,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
718,"支配于水","被腾云水蛇的水之魔力所支配",15651,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
719,"鲸背","可以直接对俾斯麦进行攻击，但是会受到俾斯麦魔力的影响",15652,0,1,16,0,false,false,false,false,false,false,true,true,40,0,true,0,false,false,0,0
720,"斩击耐性提升","对斩击属性的耐性有所提高",15537,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
721,"突刺耐性提升","对突刺属性的耐性有所提高",15536,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
722,"打击耐性提升","对打击属性的耐性有所提高",15535,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
723,"魔炸弹","身上附着有魔科学制作出的炸弹，每隔一段时间会爆炸",15606,0,2,17,131,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
724,"力量降低","力量值降低",15080,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
725,"沥血剑","体力逐渐减少",12507,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
726,"圣光幕帘","受到治疗魔法时为周围队员附加能够抵消一定伤害的防护罩",12508,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
727,"圣光幕帘","抵消一定伤害",12509,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,12
728,"盾阵","下次受到物理攻击时必定发动格挡",12510,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
729,"破坏","攻击所造成的伤害提高，效果中发动特定技能会附加放纵状态",12554,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
730,"放纵","暴击发动率提高",18321,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
731,"放纵II","暴击发动率提高",18322,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
732,"放纵III","暴击发动率提高",18323,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
733,"放纵IV","暴击发动率提高",18324,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
734,"放纵V","暴击发动率提高",18325,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
735,"原初的直觉","正面受到的物理伤害必定招架，同时正面以外所受到的伤害必定暴击",12555,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
736,"苍天龙血","跳跃和破碎冲的威力提高",12577,0,1,16,210,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
737,"黑魔纹","在地上产生黑魔纹",12653,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
738,"魔纹环","受到黑魔纹的效果影响，自动攻击间隔缩短，魔法的咏唱及复唱时间缩短",12654,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
739,"庇护所","产生能够令范围内队员恢复体力的区域",12629,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
740,"暗影护体","减轻所受到的伤害",13112,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
741,"灾变","体力逐渐减少",13101,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
742,"嗜血","物理攻击附加吸收魔力的效果，减少消耗的技力，同时自动攻击间隔缩短，战技与魔法的咏唱及复唱时间也会缩短",13109,0,1,16,0,false,false,false,false,false,false,false,false,0,7,false,0,false,false,0,20
743,"深恶痛绝","令自身所受到的伤害减少，命中率提升，同时会以攻击力降低为代价提高自身仇恨",13108,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
744,"暗中起舞","招架发动率提高",13111,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
745,"血债","受到攻击时恢复自身魔力",13110,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
746,"弃明投暗","自身所受到的魔法伤害降低",13114,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
747,"暗影墙","减轻所受到的伤害",13113,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
748,"错乱剑","智力降低",13102,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
749,"腐秽大地","在地上产生造成无属性伤害的危险区",13104,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
750,"岿然独存","效果时间中目标被打倒则恢复自身的体力与魔力",13105,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
751,"暗黑","攻击造成的伤害提高的同时魔力逐渐消耗",13106,0,1,16,211,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
752,"暗技","强化下次发动的特定技能",13107,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
753,"雪仇剑","攻击所造成的伤害降低",13103,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
754,"采集获得率提升(限定)","下一次采集的道具获得率提高",16007,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
755,"采集优质获得率提升(限定)","下一次采集时获得优质道具的几率增加<br>不过对玩家无法获取的优质道具及无优质的道具没有影响",16008,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
756,"采集获得数提升(限定)","下一次采集的道具获得量提高",16009,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
