Index,0 [BBOOL] [0x4],1 [STRING] [0x0]
2352,false,"是买红的还是白的呢……<br>或者都买？"
2353,false,"我说，这主意不错吧？"
2354,false,"你被开除了！开除！"
2355,false,"下次要上双倍！"
2356,false,"呃……那影子是什么？"
2357,false,"嘿咻。"
2358,false,"来一个杀一个！"
2359,false,"1、2……9、10……41、42……"
2360,false,"7、8……嗯？39、40……嗯？"
2361,false,"啊，还是肉好吃。"
2362,false,"这节奏很好！保持住！"
2363,false,"不要胡闹！给我大声点！"
2364,false,"呜……我的手……"
2365,false,"愿你的灵魂，<br>去往哈罗妮女神的身边……"
2366,false,"你们都给我注意点！别松懈！"
2367,false,"我需要对冻伤有效的药……"
2368,false,"你是冒险者吗？"
2369,false,"这条件还不错。"
2370,false,"让我们赚一笔吧。"
2371,false,"又用佣兵部队吗……"
2372,false,"还要变得更强才行！"
2373,false,"你有看到什么东西一闪而过吗？"
2374,false,"这边没有异常。"
2375,false,"真是一片雪白啊……"
2376,false,"训练实在是太苦了……"
2377,false,"这和实战比也只是儿戏而已哦。"
2378,false,"……你习惯这遍地的雪了吗？"
2379,false,"我把便笺放到哪里去了？"
2380,false,"真是太严格了……"
2381,false,"我顶得住！"
2382,false,"真暖和……"
2383,false,"有什么事吗？"
2384,false,"真想回到都城里去。"
2385,false,"嗯……啊啊……"
2386,false,"你大概吃不惯这里的食物。"
2387,false,"整支部队都完了。"
2388,false,"该死的龙族……"
2389,false,"让我睡一会儿……"
2390,false,"雪要到何时才能化啊……"
2391,false,"占星台的预测里说……"
2392,false,"你可不要跳下去哦。"
2393,false,"从那颗星的位置来看的话……"
2394,false,"我们需要更多的记录！"
2395,false,"请你这样转告骑士大人。"
2396,false,"嗯嗯……"
2397,false,"嗯？是冒险者啊……"
2398,false,"你要一个人去巡逻？"
2399,false,"嗯，一会就回来。"
2400,false,"我看到了！那是帝国的……"
2401,false,"等这次任务结束，我就要……"
2402,false,"你是来帮忙的吗？"
2403,false,"谁来帮我一下啊？"
2404,false,"这里的警戒很完善。"
2405,false,"警卫实行轮班制，我是3号，<br>做过各种职业。"
2406,false,"我是5号卫兵，擅长模仿！"
2407,false,"我是7号卫兵……<br>你相信有人能和星球对话吗？"
2408,false,"轮班警戒，毫无问题。"
2409,false,"警卫是没有神的……"
2410,false,"我是9号卫兵，<br>最痛恨盗贼团什么的了。"
2411,false,"我是11号卫兵，<br>干这行有十年以上了。"
2412,false,"里面怎么好像很热闹？"
2413,false,"我是14号卫兵。"
2414,false,"这里的警卫是轮班制的。"
2415,false,"原来的14号回老家了，<br>我是新生14号……久等了。"
2416,false,"警卫不停地轮换……<br>我是15号。"
2417,false,"我要报仇！"
2418,false,"必须好好补充营养！"
2419,false,"伤口……阵阵剧痛。"
2420,false,"耳朵快要冻掉啦。"
2421,false,"啊，感觉来了！"
2422,false,"百发百中！"
2423,false,"呜呜呜……好冷……"
2424,false,"哈！哈！嘿！"
2425,false,"这是天要亡我们吗……"
2426,false,"要变得像大师一样优雅！"
2427,false,"热情洋溢的……绅士！"
2428,false,"要更加……更加绅士！"
2429,false,"清风明月乱我心……"
2430,false,"尝尝我的厉害！"
2431,false,"不要放走人类！"
2432,false,"竟敢在吾等阵营里撒野！"
2433,false,"材料的搬运要……"
2434,false,"……原来如此……"
2435,false,"注意提高警惕！"
2436,false,"可恶的妖异！"
2437,false,"是前来增援的吗？太感谢了！"
2438,false,"拜托了……请救救我的同伴！"
2439,false,"来战啊呼啾！"
2440,false,"上前迎击呼啾！"
2441,false,"看招呼啾！"
2442,false,"来战啊呼啾！"
2443,false,"上前迎击呼啾！"
2444,false,"看招呼啾！"
2445,false,"好好搬！别弄掉了！"
2446,false,"最重要的是控制火候！"
2447,false,"我知道你还能更加把劲！"
2448,false,"救命啊呼啾！"
2449,false,"放开我啊呼啾！"
2450,false,"好难受呼啾！"
2451,false,"没想到和他们还挺谈得来。"
2452,false,"强将手下无弱兵！"
2453,false,"这个主意不错呼啾！"
2454,false,"进入警戒态势呼啾！"
2455,false,"种植蘑菇散播毒气呼啾！"
2456,false,"布下陷阱呼啾！"
2457,false,"之后就交给你了呼啾！"
2458,false,"看招！看我愤怒的一击！"
2459,false,"要改良大嘴草呼啾！"
2460,false,"哼哼呼啾。"
2461,false,"那边的！动作快点！<br>这些石头可不会自己动起来！"
2462,false,"天啊，什么都得我亲自来干？"
2463,false,"我快受不了了……<br>我连睡觉都梦见在铺路……"
2464,false,"这里态度才是最重要的！"
2465,false,"我什么也看不见喵。"
2466,false,"一定有办法……"
2467,false,"去你的吧！"
2468,false,"笨蛋！白痴！"
2469,false,"你想要进行训练吗？"
2470,false,"进去吧！放开手去试试！"
2471,false,"果然还是害怕了？"
2472,false,"喂喂，集中注意力！"
2473,false,"用力！"
2474,false,"是、是！"
2475,false,"下次比试一定要赢！"
2476,false,"哦，是冒险者啊……"
2477,false,"只有强者才能活下来！"
2478,false,"剑斗士还真是艰辛……"
2479,false,"你那畏畏缩缩的样子<br>可没法捕获观众的心！"
2480,false,"如果害怕那就输了……"
2481,false,"给我振作点！"
2482,false,"只要先发制人……"
2483,false,"魔兽都在等着你们呢！"
2484,false,"集中精神！"
2485,false,"这里的魔兽都是我养的。"
2486,false,"剑斗士之间的战斗<br>才是斗技场的看点！"
2487,false,"他的每一招都十分猛烈……"
2488,false,"要学会如何攻破防守！"
2489,false,"如果不够坚毅，则无法取胜……"
2490,false,"晕船、好难受……呕……"
2491,false,"我才 没在睡觉呢。<br>工作 好累啊……"
2492,false,"未使用：海：コボルド：00009"
2493,false,"呼嘶……鱼在哪里啊？"
2494,false,"要会读懂海潮的起落。"
2495,false,"嘿嘿 一起来玩耍吧。"
2496,false,"我们一起 来炼金吧。"
2497,false,"救 救命啊！谁能帮帮我？"
2498,false,"这里就交给我！"
2499,false,"小心那些搞怪的妖精！"
2500,false,"找到贤人了吗？"
2501,false,"你想要撤退吗？"
2502,false,"愿战争神哈罗妮保佑！"
2503,false,"跟上先遣队，<br>我们也准备进行突破！"
2504,false,"可恶的异端者……"
2505,false,"无、无法克制内心的恐惧……"
2506,false,"我会活着回去的。<br>哈罗妮在保佑我。"
2507,false,"我要淡定……<br>这和训练时没什么两样……"
2508,false,"我、我的同伴……<br>就拜托你了……"
2509,false,"呼嘶……你找珊瑚尖枪干嘛？"
2510,false,"呼嘶……你是……<br>诺布那里的小鬼么？"
2511,false,"呼嘶……好疼好疼……"
2512,false,"全都 交给 你来决定就好啦。<br>拜托了哟。"
2513,false,""
2514,false,""
2515,false,""
2516,false,"打垮这帮该死的家伙！"
2517,false,"战斗准备完毕！"
2518,false,"来吧！臭乌龟！"
2519,false,"吃我一招！"
2520,false,"看招！"
2521,false,"这招怎么样！"
2522,false,"呀呵！"
2523,false,"你能看见什么吗？"
2524,false,"我穿成这样就是为了以防万一！"
2525,false,"挖得再深一点！"
2526,false,"新鲜的蔬菜！<br>早上刚摘下来的！"
2527,false,"没有比这更棒的蔬菜了！"
2528,false,"咕咕"
2529,false,"吱吱"
2530,false,"小红！小红？"
2531,false,"咕咕"
2532,false,"这里还在准备中。"
2533,false,"那姑娘去哪了？"
2534,false,"能不能钓上来呢喵？"
2535,false,"一定要钓一条大的上来喵！"
2536,false,"喵喵！"
2537,false,"钓上来好大一条喵！"
2538,false,"主人一定会很开心的喵！"
2539,false,"一条也没钓上来喵……<br>还是买点什么回去好了喵……"
2540,false,"冒险者，你来了啊！"
2541,false,"加油！"
2542,false,"让我们看看你华丽的技巧！"
2543,false,"我也要成为冒险者！"
2544,false,"我支持你！"
2545,false,"加油！"
2546,false,"来了！"
2547,false,"冒险者！"
2548,false,"真威风……"
2549,false,"好帅！"
2550,false,"加油！"
2551,false,"冒险者！"
2552,false,"哟！"
2553,false,"加油呀！"
2554,false,"来个痛快的！"
2555,false,"冒险者！"
2556,false,"来了来了！"
2557,false,"上啊！"
2558,false,"太棒了！<br>采到种子了！"
2559,false,"莫非王土！"
2560,false,"哦？这是……"
2561,false,"挖到好东西了！"
2562,false,"嗯，不错不错。"
2563,false,"好嘞，今天状态还不错！"
2564,false,"呼……还真有点累。"
2565,false,"哦？是同行啊？<br>我们一起加油吧！"
2566,false,"接下来该把这交给主人去了……"
2567,false,"好啦！<br>要去找下一份工作了！"
2568,false,"敢在这里撒野，<br>小心我把你打得屁滚尿流！"
2569,false,"«秘术师心得»……<br>有这么一本书来的么……"
2570,false,"大家都在看什么呢？"
2571,false,"海に沈めてやろう！"
2572,false,"蟹のエサにしてくれる！"
2573,false,"水神様のために！"
2574,false,"さあ、私たちと一緒に…"
2575,false,"この姿を…見るな…！"
2576,false,"どうせ戻れないなら…"
2577,false,"太棒了，赢了！"
2578,false,"好厉害！又赢了啊？"
2579,false,"距离下次比赛还有点时间。<br>我就趁现在送过去吧。"
2580,false,"没有什么猎物嘛。"
2581,false,"嗯……没有呢……"
2582,false,"不准过来呼啾！"
2583,false,"啊！酒没了！"
2584,false,"商务谈判怎么还不快点结束……"
2585,false,"小不点们多吃点！"
2586,false,"基础很重要！"
2587,false,"还有好多活要干呢！"
2588,false,"像那么回事了！"
2589,false,"人类的技术还挺了不得！"
2590,false,"马上就要完成了！"
2591,false,"我们的梦想无极限！"
2592,false,"呼噜……呼噜……"
2593,false,"●00011"
2594,false,"●00012"
2595,false,"●00013"
2596,false,"●00014"
2597,false,"●00015"
2598,false,"我再去别的地方找找……"
2599,false,"没有呢……"
2600,false,"小红，你在哪儿？"
2601,false,"没有小红的气味呢。"
2602,false,"真是的，到底去哪儿了……"
2603,false,"喂，小红！"
2604,false,"为什么我……<br>会碰上这种事……"
2605,false,"喂！坚持住！"
2606,false,"我已经……不行了……"
2607,false,"我们心头的怨恨<br>好不容易才得以消散……"
2608,false,"为什么不能让我们<br>平静地生活……"
2609,false,"嗷……"
2610,false,"呜……"
2611,false,"给我……一个痛快……"
2612,false,"你是来帮我们的？！<br>拜、拜托了，救救我的同伴……"
2613,false,"小红、小红你在哪里呀。"
2614,false,"到底去哪儿了啦！"
2615,false,"请救救我的同伴！"
2616,false,"喂喂……<br>要打上外边打去……"
2617,false,"要是能钓到就好啦！"
2618,false,"大鱼快来！"
2619,false,"哦哦！"
2620,false,"耶！钓到了！"
2621,false,"主人一定会很高兴的！"
2622,false,"什么收获也没有……<br>还是买点什么回去好了……"
2623,false,"太棒啦！<br>有这么多高品质的！"
2624,false,"莫非王土！"
2625,false,"噢噢！这是？！"
2626,false,"高品质！！"
2627,false,"很好！"
2628,false,"噢噢！不错！"
2629,false,"哎哟，真是累死我了。"
2630,false,"同行吗？<br>挺努力的啊！"
2631,false,"就这些了。<br>赶快交给主人去。"
2632,false,"我又赢了！"
2633,false,"又赢了？！<br>真厉害啊！"
2634,false,"哼哼，小意思。<br>给我点好装备。"
2635,false,"离下一次还有不少时间……<br>趁现在去送一趟吧。"
2636,false,"这附近的猎物已经被讨伐光啦。"
2637,false,"下次去哪儿狩猎呢？"
2638,false,"加油！"
2639,false,"赚疯了！"
2640,false,"太棒了！"
2641,false,"好身手！"
2642,false,"真不错！"
2643,false,"哎呀，累死啦！"
2644,false,"你也是来采矿的？<br>加油！"
2645,false,"采了好多啊！<br>我得赶快回去了。"
2646,false,"我也是很忙的，<br>不要两分钟就喊一次好吗……"
2647,false,"同行？<br>你也不容易啊……"
2648,false,"又来了……<br>这回又要卖什么啊……"
2649,false,"我都没时间好好钓鱼了……"
2650,false,"偶尔也想钓条大的啊！"
2651,false,"上钩了！"
2652,false,"太好了！大鱼！"
2653,false,"主人一定会很高兴的！"
2654,false,"完全钓不到啊……<br>换个地方再试试吧……"
2655,false,"好帅的雇员喵！"
2656,false,"不知能钓到什么喵！"
2657,false,"别打扰我，<br>都不能集中了。"
2658,false,"那边很危险，<br>小心别掉下去！"
2659,false,"救救这孩子！"
2660,false,"振作点！睁开眼睛啊！"
2661,false,"找我有什么事啊？"
2662,false,"原来如此……<br>还有别的情报吗？"
2663,false,"太慢了……还没来吗……"
2664,false,"我饿了……"
2665,false,"我已经等不及了。"
2666,false,"下个工作是……"
2667,false,"怎么打起来啦？！"
2668,false,"虽然不知道怎么回事……<br>上啊！打啊！"
2669,false,"还能坚持……"
2670,true,"呼……呼……咕哎……"
2671,true,"亲爱的……我们……呼……"
2672,false,"给我一杯卡西斯太阳鸡尾酒。"
2673,false,"让您久等了。"
2674,false,"您决定好要点些什么了吗？"
2675,false,"这是卡西斯太阳鸡尾酒，请慢用。"
2676,false,"好嘞。"
2677,false,"哦！来了来了！"
2678,false,"请给我一杯你们这里的招牌酒水。"
2679,false,"谢了。"
2680,false,"左手只是辅助……"
2681,false,"欢迎来到金碟游乐场！"
2682,false,"祝您玩得开心！"
2683,false,"我想去玩莫古抓球机！"
2684,false,"慢慢来，别着急。"
2685,false,"胜利果然是属于我们的女神的！"
2686,false,"不错，很有天赋。"
2687,false,"我有预感这次一定能开个大！"
2688,false,"今天玩些什么好呢？"
2689,false,"您要是在这里胡闹我们会很困扰的。"
2690,false,"还能不能好好玩耍了？"
2691,false,"我知道了……"
2692,false,"这仙人刺可真够大的！"
2693,false,"是时候亮出这张牌了……"
2694,false,"那就让你见识见识我的王牌！"
2695,false,"千万不能大意。"
2696,false,"还有逆转的可能！"
2697,false,"你要是这么想可就大错特错了哦！"
2698,false,"我应该用逆向思维思考的……"
2699,false,"这个娃娃好可爱啊！"
2700,false,"为了让我的竞赛陆行鸟获胜……"
2701,false,"我们快走吧！"
2702,false,"那只大大的莫古力好软好可爱，<br>好想扑上去啊！"
2703,false,"是仙人刺先生！"
2704,false,"现在青磷水可是备受关注啊。"
2705,false,"听说青磷水现在可是特需商品！"
2706,false,"我要不要也买些青磷水呢……"
2707,false,"我们用青磷水大赚一笔吧！"
2708,false,"妈妈……我好害怕……"
2709,false,"哼……看来进展得很顺利。"
2710,false,"看这边！"
2711,false,"我得休息一下了……"
2712,false,"我想爬这个！"
2713,false,"你知道吗？<br>世界上最高的仙人掌品种<br>就叫做巨人柱！"
2714,false,"哇哦！你怎么什么都知道！"
2715,false,"吃我一拳！"
2716,false,"哦哦哦！<br>一点小小的挫折算得了什么！"
2717,false,"绝对不能出错！"
2718,false,"咦？不是这边么……"
2719,false,"都钓不上来的……"
2720,false,"这玩意太难爬了，累死了。"
2721,false,"还差一点就爬到顶了！"
2722,false,"真的好可爱啊！"
2723,false,"我刚刚还握手了呢！"
2724,false,"好想抱回家啊。"
2725,false,"为何……这里会有小魔精！"
2726,false,"我们玩些什么好呢？"
2727,false,"这鼻息简直太残暴了。"
2728,false,"……啥鼻息？"
2729,false,"真不愧是老师！"
2730,false,"下次别再错了！"
2731,false,"不对！要像这样！"
2732,false,"完全不对！有在看我示范吗？"
2733,false,"是！"
2734,false,"不对！要集中精力！"
2735,false,"我好爱你啊，宝贝。"
2736,false,"讨厌，回家再说。"
2737,false,"下回一定能中的……"
2738,false,"愿命运女神妮美雅保佑您。"
2739,false,"天啊，我中了2等奖！"
2740,false,"你中了几等奖？"
2741,false,"唉，居然第一针就落空了……"
2742,false,"这周购买人数奖励是……"
2743,false,"上周的中选号码是多少来着？"
2744,false,"您能介绍下最近的趋势吗？"
2745,false,"这玩意还挺沉……"
2746,false,"你说那个男人有什么好的？"
2747,false,"您喝多了。"
2748,false,"这是您点的饮料。"
2749,false,"您要点餐吗？"
2750,false,"好，谢谢。"
2751,false,"现在先不用了。"
2752,false,"这好像是游乐场的所有者呢。"
2753,false,"哇哦，金闪闪、闪瞎眼……"
2754,false,"我已经准备好了！"
2755,false,"不过离竞赛开始还早吧？"
2756,false,"需要提高加速力！"
2757,false,"也得锻炼体力才行……"
2758,false,"适应力才是最重要的！"
2759,false,"竞赛还没开始吗？"
2760,false,"波可，准备好了吗？"
2761,false,"等你长大了我们一起参加竞赛哦！"
2762,false,"你们来了啊！<br>我们分头行动！"
2763,false,"那些珍贵的矿石可都是我筹备的！"
2764,false,"亲爱的，咱们不理她们，<br>好不好？"
2765,false,"你竟敢骂我喵！<br>等下有你好看喵！"
2766,false,"他的心明明一直都是向着我的！"
2767,false,"哪来的小贱猫真不要脸！"
2768,false,"皇都情况如何？！"
2769,false,"我们的防御是万无一失的！"
2770,false,"但是万万不可大意……"
2771,false,"士兵们都在担心……"
2772,false,"打起精神来！"
2773,false,"明白了！"
2774,false,"你们竟然都来了啊！"
2775,false,"必须的，同伴的故乡有难，<br>怎么能不来帮一把！"
2776,false,"终于到了决战的时刻……"
2777,false,"援军还没到吗？"
2778,false,"这前面就是皇都伊修加德……"
2779,false,"感谢你前来救援！"
2780,false,"可、可恶的龙族！"
2781,false,"请助我们一臂之力，<br>共同保护伊修加德！"
2782,false,"为了艾欧泽亚，让我们并肩作战！"
2783,false,"爸爸，你能爬这个吗？"
2784,false,"小、小菜一碟！"
2785,false,"中了！中了！"
2786,false,"多谢你……"
2787,false,"要去巨人柱！"
2788,false,"不要！去科瑞尔山！"
2789,false,"……哪里都好啦，快走吧。"
2790,false,"今天也要多多运动！"
2791,false,"啊，真是漂亮的景色……<br>让人流连忘返。"
2792,false,"好棒的咖啡厅啊！"
2793,false,"原来如此……<br>竟能做出这种菜肴……"
2794,false,"啧，还打算借点钱的……<br>看来是没办法了……"
2795,false,"嗯！差不多也该走了！"
2796,false,"今天好高兴啊……<br>我们流沙屋也得学习一下！"
2797,false,"心情好了不少……<br>回去继续工作吧！"
2798,false,"有意思！<br>我们沉溺海豚亭也做做看吧！"
2799,false,"怎么说好话都不听啊……<br>还是回去继续喝酒吧……"
2800,false,"我按你说的去投资，<br>真的大赚了一笔啊！"
2801,false,"罗薇娜小姐，<br>我那些商品卖得怎么样了？"
2802,false,"喔！原来如此，<br>这件装备要这样……"
2803,false,"哎——大家都在看什么？"
2804,false,"烹调的小秘密……"
2805,false,"这里是露天咖啡厅。<br>给您来点招牌菜怎么样？"
2806,false,"啊，我搞错送货地点了……"
2807,false,"现在大赛已经开始了！"
2808,false,"放在这边就好了吧？"
2809,false,"有没有寄给我的礼物？"
2810,false,"我、我有话和你说！"
2811,false,"好、好啊！你想说什么？"
2812,false,"我们会一直这样幸福下去吧？"
2813,false,"嗯，我想会的。"
2814,false,"这次一定要鼓起勇气……"
2815,false,"那个……我，我一直……"
2816,false,"别紧张，慢慢说。"
2817,false,"恋人节你想要什么礼物呢？"
2818,false,"有你就够了，亲爱的。"
2819,false,"她还是没接受我……"
2820,false,"收到多少巧克力了？"
2821,false,"一份都没有……"
2822,false,"快去和他告白吧！"
2823,false,"等一下，我还没准备好……"
2824,false,"来露天咖啡厅做深蹲！<br>全身的肌肉都兴奋起来了！"
2825,false,"嗯！今天状态不错！"
2826,false,"来这边了！"
2827,false,"啊啊啊，好可爱啊！"
2828,false,"嘿嘿……抓到你了！"
2829,false,"不会让你跑掉的！"
2830,false,"受死吧！"
2831,false,"大采旦、在辣哩！<br>大菜包、在辣哩！"
2832,false,"可恶的侵略者们……"
2833,false,"饮食方面也要尽善尽美。"
2834,false,"能看到大家欢乐的笑颜，<br>我就十分幸福了。"
2835,false,"舞台那边不知情况如何。"
2836,false,"今天也是闪耀的一天啊！"
2837,false,"我也在一旁观战好了。"
2838,false,"气氛真是火热啊。"
2839,false,"不知竞赛的情况是不是火爆呢……"
2840,false,"陆行鸟可真美啊。"
2841,false,"爆弹 爆炸 捣乱捣乱～"
2842,false,"爆弹 嘭 捣乱捣乱～"
2843,false,"别放松警惕……<br>它还在附近……"
2844,false,"フウウ、この一服のために生きてるぜ。"
2845,false,"未成年のくせに、止めろっても聞きやしねえ。"
2846,false,"げええ。"
2847,false,"寒いよりよかろ、あったまるから飲めや。"
2848,false,"オイオイ、未成年に酒飲ませちゃだめだろ。"
2849,false,"あそこに闇の賭博場があるらしいぜ。"
2850,false,"おいおい、やばいんじゃないか。"
2851,false,"干得漂亮，我的朋友！"
2852,false,"战争神哈罗妮啊……"
2853,false,"杀了他们！"
2854,false,"该死的异端者！"
2855,false,"格里诺大人！"
2856,false,"就趁现在！"
2857,false,"请往这边走，快！"
2858,false,"哇，恭喜！"
2859,false,"加油，要成功突破第一个试炼啊！"
2860,false,"身体都要变迟钝了……"
2861,false,"怎么样？我这身打扮很时尚吧？"
2862,false,"真想赶快试一试啊！"
2863,false,"这铠甲真不错呀！"
2864,false,"可恶，怎么会那么快……"
2865,false,"真希望没人看见我们……"
2866,false,"……差点就没命了。"
2867,false,"绝对不会再输了！"
2868,false,"下次一定要赢得漂亮！"
2869,false,"啊……亲爱的哈罗妮。"
2870,false,"赶快回去、赶快回去！<br>这里是瓦努族的领地！"
2871,false,"可恶，好强啊！"
2872,false,"只差一点点了……"
2873,false,"可恶……"
2874,false,"我一直坚信，<br>拂晓还有未来……"
2875,false,"我们可是在保卫战时<br>一起战斗过的战友啊！"
2876,false,"你们拯救了我们的故乡，<br>我们想要报答这份恩情。"
2877,false,"我只是在芙·拉敏回来之前<br>暂时代替她打理这里……"
2878,false,"你没事吧？！<br>再继续积攒黑暗之力会有危险！"
2879,false,"轰隆隆隆隆隆隆……"
2880,false,"唔哦——！"
2881,false,"瞧一瞧，看一看！<br>走过路过不要错过！"
2882,false,"这是芙·拉敏真传的绝技！<br>看我的必杀之舞！"
2883,false,"接下来还有！"
2884,false,"谢谢大家！"
2885,false,"呜！"
2886,false,"大意了……"
2887,false,"可恶，竟然栽在这小丫头手里……"
2888,false,"不好意思，请问……"
2889,false,"请问你知不知道……"
2890,false,"这里面装的到底是什么啊……"
2891,false,"拜托你了！"
2892,false,"钓鱼好难啊……"
2893,false,"钓不上来啊……"
2894,false,"噢，有人来帮忙了！"
2895,false,"怎么可能……"
2896,false,"呜……"
2897,false,"才不会死在这里！"
2898,false,"谢谢你！"
2899,false,"得救了……"
2900,false,"可恶的龙族……"
2901,false,"竟然会在这里出现……"
2902,false,"可恶！"
2903,false,"到采矿地的最短路线是……"
2904,false,"小心滑倒！"
2905,false,"采矿也不容易啊。"
2906,false,"这采掘起来也不简单啊……"
2907,false,"这里的地势高低不平啊。"
2908,false,"要是有矿脉就好了……"
2909,false,"这有个陡坡。"
2910,false,"岩石中有矿脉？"
2911,false,"咔咔……一切正常……"
2912,false,"警备中……警备中……"
2913,false,"错误！错误！"
2914,false,"欢迎来到阿济兹拉！<br>欢迎来到阿济兹拉！"
2915,false,"竟敢小看龙族？！"
2916,false,"没用的占星术士！"
2917,false,"今天也要加油！"
2918,false,"呼。<br>一天终于过去了！"
2919,false,"老头子，<br>差不多该回去啦！"
2920,false,"咩～"
2921,false,"咩咩～"
2922,false,"哎呀，都这么晚了……<br>那个人马上就要回来啦。"
2923,false,"今天也干了很多活啊！"
2924,false,"嗯……那是什么？"
2925,false,"糟了、糟了，<br>没有收获不能回去。"
2926,false,"鱼饵在哪里……"
2927,false,"哼！"
2928,false,"哈！"
2929,false,"嚯！"
2930,false,"好、好冷……<br>谁来把门打开……"
2931,false,"咦？<br>那家伙去哪儿了？"
2932,false,"这里需要加固。"
2933,false,"快点给我搬！<br>要不老大该生气了！"
2934,false,"这里也修复一下比较好……"
2935,false,"救命！<br>谁来救救我！"
2936,false,"我、我竟然还活着……<br>咳咳……"
2937,false,"没有异常！"
2938,false,"糟糕！<br>睡过头了！"
2939,false,"好痛……<br>不小心砸到手了……"
2940,false,"要吐了……"
2941,false,"喝吧喝吧！<br>身体会暖和起来的！"
2942,false,"喂喂！<br>怎么能让未成年人喝酒呢！"
2943,false,"你的杂念还是太多了……"
2944,false,"可恶！<br>我怎么会输给那个家伙！"
2945,false,"喂，别推我啊！"
2946,false,"别出声！<br>会把它们吓跑的！"
2947,false,"嘁嘁嘁……"
2948,false,"下不去了……<br>嘁嘁嘁……"
2949,false,"好可爱啊。"
2950,false,"虽然路途艰险，<br>但我们会小心地走下去！"
2951,false,"呼……"
2952,false,"得救了……"
2953,false,"啊……不好意思……"
2954,false,"……干什么？"
2955,false,"翻过这座山<br>就到龙堡了！"
2956,false,"好想去狩猎啊！"
2957,false,"最近异端者的动向……"
2958,true,"呼……"
2959,true,"呼……莫古……更敏捷……<br>呼……莫古……更迅速……"
2960,false,"好美味，<br>停不下来了库啵！"
2961,true,"呼……已经吃不下了库啵……"
2962,false,"你也可以飞吗库啵？"
2963,false,"警备中库啵！"
2964,false,"受不了了。"
2965,false,"呜呜……"
2966,false,"喂，你没事吧！"
2967,false,"呜呜……冻死了……"
2968,false,"好重！<br>里面装了什么？！"
2969,false,"我就、不信、搬不动！"
2970,false,"听说那个地方有家非法赌场……"
2971,false,"哎呀，这都没人管吗？"
2972,false,"我的家人都死了……<br>只剩我一个……"
2973,false,"必须赶快把这个修好！"
2974,false,"材料已经拿来了，之后是……"
2975,false,"这店里什么最贵？<br>给我按价格从高到低来3个！"
2976,false,"嗯……蔬菜店在哪里……"
2977,false,"哥……你到底行不行啊？"
2978,false,"……啥？<br>你说啥？"
2979,false,"神学生看起来<br>很辛苦呀……"
2980,false,"好慢啊！<br>不会出什么事了吧……"
2981,false,"在大圣堂里请保持安静。"
2982,false,"前方禁止闲人入内。"
2983,false,"今天的你也美极了。"
2984,false,"这星象是……"
2985,false,"这是什么……"
2986,false,"那颗星好明亮……"
2987,false,"哎呀，夫人您可真是的！<br>说来我先生他……"
2988,false,"看来还没开始啊……"
2989,false,"呼哧……呼哧……<br>建房子 建房子！"
2990,false,"哥布的鱼 快快烤好！"
2991,false,"呼哧……呼哧……<br>建了一个 超大的工房？"
2992,false,"好嘞！<br>就在这里开工了！"
2993,false,"已经设置完毕！"
2994,false,"嘿嘿嘿！<br>忙完抽根烟真爽！"
2995,false,"以后要注意，<br>不许让未成年人吸烟！"
2996,false,"你没事吧？"
2997,false,"呼……呼……"
2998,false,"挖坑道真累……"
2999,false,"神奇的、咒文、<br>唰唰唰唰！"
3000,false,"«最终幻想1»里<br>有无敌秘籍哦！"
3001,false,"你听我说，<br>“爆头”这个技能是这样的……"
3002,false,"你确定是“爆头”？<br>武士的话应该是“斩首”才对吧？"
3003,false,"这次要用到的器材……嗯……"
3004,false,"调些什么好呢？"
3005,false,"再调强一些比较好吧？"
3006,false,"伊达和帕帕力莫应该在一起才对！"
3007,false,"这个问题……还需要讨论……"
3008,false,"我在论坛上看到玩家<br>都很关心这个问题。"
3009,false,"关于下一个活动……"
3010,false,"嗯……还有几只去哪了？"
3011,false,"吉田先生就在里面！"
3012,false,"下一首曲子怎么谱好呢？"
3013,false," 　♪"
3014,false,"看着宠物我就开心！"
3015,false,"宠物真是可爱啊……"
3016,false,"不要！"
3017,false,"来玩海盗过家家吧！"
3018,false,"你们几个，注意点！"
3019,false,"走开！别捣乱！"
3020,false,"你说什么？你这家伙！"
3021,false,"怎么着？不服？"
3022,false,"有好多可怕的人啊！"
3023,false,"亲爱的，我怕……"
3024,false,"在这里的话就没问题了吧……"
3025,false,"亲爱的，保护好我哦！"
3026,false,"快把垃圾收拾好！"
3027,false,"你很烦知道吗？"
3028,false,"来啊！"
3029,false,"来就来！"
3030,false,"好好吃哦！"
3031,false,"甜心，你好漂亮！"
3032,false,"讨厌，说什么大实话！"
3033,false,"疼疼疼……"
3034,false,"血……流血了！"
3035,false,"哈哈！"
3036,false,"嘿嘿嘿！"
3037,false,"来嘛……小喵咪！"
3038,false,"你走开！"
3039,false,"你永远都是我的……"
3040,false,"哈呀！"
3041,false,"过节真好啊！"
3042,false,"哈哈哈哈！"
3043,false,"好棒哦！"
3044,false,"景色不错啊！"
3045,false,"战斗靠的是数量！<br>宠多才是王道！"
3046,false,"再把它们引过来点……<br>嘿嘿……"
3047,false,"她平时可不这样……"
3048,false,"我只召唤喜欢的宠物！"
3049,false,"哦？都是什么样的呢？"
3050,false,"哼哼！蔓德拉战队！"
3051,false,"呃？会不会太弱了？"
3052,false,"能否翻身就看你了！<br>加油，伙伴！"
3053,false,"河童！"
