Index,0 Name Lower [0x0],1 [BYTE] [0x10],2 Name Plural [0x4],3 [BYTE] [0x11],4 Starts With Vowel [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 Item Description [0x8],9 Name Upper [0xC],10 Icon Id [0x7C],11 Item Level [0x9E],12 Required Level [0x9F],13 PvP Rank [0xA0],14 Stack Size [0x28],15 [UBYTE] [0xA1],16 Stain Index [0x2C],17 ItemUICategory Index [0xA2],18 ItemSearchCategory Index [0xA3],19 Rarity [0xA4],20 Is HQ [0xB8],21 [BOOL] [0xB9],22 Is Dyeable [0xBA],23 Is Crest [0xBB],24 [UBYTE] [0xA5],25 Materia Count [0xA6],26 [BOOL] [0xBC],27 EquipSlotCategory Index [0xA7],28 Model Primary [0x18],29 Model Secondary [0x20],30 [USHORT] [0x7E],31 BaseParam Index 1 [0x40],32 Param Value 1 [0x92],33 BaseParam Index 2 [0x44],34 Param Value 2 [0x94],35 BaseParam Index 3 [0x48],36 Param Value 3 [0x96],37 BaseParam Index 4 [0x4C],38 Param Value 4 [0x98],39 BaseParam Index 5 [0x50],40 Param Value 5 [0x9A],41 BaseParam Index 6 [0x54],42 Param Value 6 [0x9C],43 ItemSpecialBonus Index [0xA8],44 BaseParam Prime HQ Index 1 [0x58],45 Prime HQ Addition 1 [0xB2],46 BaseParam Prime HQ Index 2 [0x5C],47 Prime HQ Addition 2 [0xB3],48 BaseParam HQ Index 1 [0x60],49 Stat HQ Addition 1 [0xB4],50 BaseParam HQ Index 2 [0x64],51 Stat HQ Addition 2 [0xB5],52 BaseParam HQ Index 3 [0x68],53 Stat HQ Addition 3 [0xB6],54 BaseParam HQ Index 4 [0x6C],55 Stat HQ Addition 4 [0xB7],56 ClassJob Index (Repairer Requirement) [0x70],57 Item Index (Repair Item Requirement) [0x74],58 ClassJob Index (Usage Requirement) [0xA9],59 [UBYTE] [0xAA],60 Physical Damage [0x80],61 Magical Damage [0x82],62 Delay (Miliseconds) [0x84],63 [UBYTE] [0xAB],64 Block Rate [0x86],65 Block [0x88],66 Physical Defense [0x8A],67 Magical Defense [0x8C],68 [UBYTE] [0xAC],69 Cooldown (Seconds) [0x8E],70 ItemAction Index [0x90],71 Is Not Disposable [0xBD],72 Is Unique [0xBE],73 Is Untradeable [0xBF],74 [BOOL] [0xC0],75 Vendor Price A [0x30],76 Vendor Price B [0x34],77 Vendor Price C [0x38],78 Can _ Equip [0xC1],79 Can _ Equip [0xC2],80 Can _ Equip [0xC3],81 Can _ Equip [0xC4],82 Can _ Equip [0xC5],83 Can _ Equip [0xC6],84 Can Males Equip [0xC7],85 Can Females Equip [0xAD],86 ClassJobCategory Index [0x3C],87 [UBYTE] [0xAE],88 GrandCompany Index [0xAF],89 [UBYTE] [0xB0],90 ItemSeries Index [0xB1],91 BaseparamModifier Index [0xC8],92 Is PvP [0x78]
6823,"战狼御敌胸甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼御敌胸甲",42545,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"64, 3, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,153,153,2,0,0,false,true,true,false,9459,18918,47297,true,true,true,true,true,true,true,59,7048,0,0,0,1,true,7639
6824,"战狼制敌锁子甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼制敌锁子甲",42795,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"15, 174, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,105,57,2,0,0,false,true,true,false,8108,16216,40540,true,true,true,true,true,true,true,47,7047,0,0,0,2,true,7639
6825,"战狼强袭护甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼强袭护甲",42546,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"65, 4, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,81,81,2,0,0,false,true,true,false,8108,16216,40540,true,true,true,true,true,true,true,65,7046,0,0,0,3,true,7639
6826,"战狼精准皮衣",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼精准皮衣",42356,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"68, 6, 0, 0","0, 0, 0, 0",0,2,20,3,22,48,30,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,81,81,2,0,0,false,true,true,false,6756,13513,33783,true,true,true,true,true,true,true,66,7045,0,0,0,4,true,7653
6827,"战狼咏咒长袍",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼咏咒长袍",42349,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"69, 6, 0, 0","0, 0, 0, 0",0,4,20,3,20,48,30,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,57,105,2,0,0,false,true,true,false,5405,10810,27027,true,true,true,true,true,true,true,63,7044,0,0,0,5,true,7660
6828,"战狼治愈外袍",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼治愈外袍",42355,70,50,0,1,4,0,35,0,2,false,true,true,true,0,2,true,4,"16, 165, 0, 0","0, 0, 0, 0",0,5,20,3,20,48,30,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,57,105,2,0,0,false,true,true,false,5405,10810,27027,true,true,true,true,true,true,true,64,7043,0,0,0,6,true,7660
6829,"战狼御敌软甲裤",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼御敌软甲裤",45400,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"3, 78, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,153,153,2,0,0,false,true,true,false,5197,10395,25987,true,true,true,true,true,true,true,59,7048,0,0,0,1,true,7660
6830,"战狼制敌短裙",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼制敌短裙",45390,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"15, 174, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,105,57,2,0,0,false,true,true,false,5197,10395,25987,true,true,true,true,true,true,true,47,7047,0,0,0,2,true,7653
6831,"战狼强袭腿套",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼强袭腿套",45399,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"9, 94, 0, 0","0, 0, 0, 0",0,1,20,3,22,48,30,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,81,81,2,0,0,false,true,true,false,5197,10395,25987,true,true,true,true,true,true,true,65,7046,0,0,0,3,true,7653
6832,"战狼精准马裤",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼精准马裤",45391,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"68, 6, 0, 0","0, 0, 0, 0",0,2,20,3,22,48,30,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,81,81,2,0,0,false,true,true,false,5197,10395,25987,true,true,true,true,true,true,true,66,7045,0,0,0,4,true,7653
6833,"战狼咏咒裤袜",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼咏咒裤袜",45227,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"4, 103, 0, 0","0, 0, 0, 0",0,4,20,3,20,48,30,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,57,105,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,63,7044,0,0,0,5,true,7660
6834,"战狼治愈束膝裤",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼治愈束膝裤",45389,70,50,0,1,4,0,36,0,2,false,true,true,false,0,2,true,7,"16, 165, 0, 0","0, 0, 0, 0",0,5,20,3,20,48,30,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,57,105,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,64,7043,0,0,0,6,true,7660
6835,"战狼御敌手铠",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼御敌手铠",44403,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"64, 3, 0, 0","0, 0, 0, 0",0,1,12,3,14,48,18,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,109,109,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,59,7048,0,0,0,1,true,7639
6836,"战狼制敌臂甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼制敌臂甲",44229,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"15, 174, 0, 0","0, 0, 0, 0",0,1,12,3,14,48,18,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,75,41,2,0,0,false,true,true,false,5821,11642,29106,true,true,true,true,true,true,true,47,7047,0,0,0,2,true,7639
6837,"战狼强袭手甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼强袭手甲",44239,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"65, 4, 0, 0","0, 0, 0, 0",0,1,12,3,14,48,18,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,58,58,2,0,0,false,true,true,false,5821,11642,29106,true,true,true,true,true,true,true,65,7046,0,0,0,3,true,7639
6838,"战狼精准护臂",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼精准护臂",44230,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"68, 6, 0, 0","0, 0, 0, 0",0,2,12,3,14,48,18,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,58,58,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,66,7045,0,0,0,4,true,7653
6839,"战狼咏咒手套",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼咏咒手套",44227,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"69, 6, 0, 0","0, 0, 0, 0",0,4,12,3,12,48,18,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,41,75,2,0,0,false,true,true,false,3880,7761,19404,true,true,true,true,true,true,true,63,7044,0,0,0,5,true,7660
6840,"战狼治愈手套",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼治愈手套",44228,70,50,0,1,4,0,37,0,2,false,true,true,false,0,2,true,5,"16, 165, 0, 0","0, 0, 0, 0",0,5,12,3,12,48,18,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,41,75,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,64,7043,0,0,0,6,true,7660
6841,"战狼制敌腿甲靴",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼制敌腿甲靴",46503,70,50,0,1,4,0,38,0,2,false,true,true,false,0,2,true,8,"15, 174, 0, 0","0, 0, 0, 0",0,1,12,3,14,48,18,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,75,41,2,0,0,false,true,true,false,6652,13305,33264,true,true,true,true,true,true,true,47,7047,0,0,0,2,true,7639
6842,"战狼强袭战靴",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼强袭战靴",46507,70,50,0,1,4,0,38,0,2,false,true,true,false,0,2,true,8,"65, 4, 0, 0","0, 0, 0, 0",0,1,12,3,14,48,18,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,58,58,2,0,0,false,true,true,false,6652,13305,33264,true,true,true,true,true,true,true,65,7046,0,0,0,3,true,7639
6843,"战狼精准长靴",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼精准长靴",46504,70,50,0,1,4,0,38,0,2,false,true,true,false,0,2,true,8,"68, 6, 0, 0","0, 0, 0, 0",0,2,12,3,14,48,18,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,58,58,2,0,0,false,true,true,false,5544,11088,27720,true,true,true,true,true,true,true,66,7045,0,0,0,4,true,7653
6844,"战狼咏咒尖头靴",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼咏咒尖头靴",46378,70,50,0,1,4,0,38,0,2,false,true,true,false,0,2,true,8,"69, 6, 0, 0","0, 0, 0, 0",0,4,12,3,12,48,18,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,41,75,2,0,0,false,true,true,false,4435,8870,22176,true,true,true,true,true,true,true,63,7044,0,0,0,5,true,7660
6845,"战狼治愈法靴",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼治愈法靴",46379,70,50,0,1,4,0,38,0,2,false,true,true,false,0,2,true,8,"16, 165, 0, 0","0, 0, 0, 0",0,5,12,3,12,48,18,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,41,75,2,0,0,false,true,true,false,5544,11088,27720,true,true,true,true,true,true,true,64,7043,0,0,0,6,true,7653
6846,"战狼御敌腰带",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼御敌腰带",47073,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,1,9,3,10,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,95,95,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,59,7048,0,0,0,1,true,0
6847,"战狼制敌腰甲",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼制敌腰甲",47041,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,1,9,3,10,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,65,35,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,47,7047,0,0,0,2,true,0
6848,"战狼强袭腰带",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼强袭腰带",47059,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,1,9,3,10,48,14,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,50,50,2,0,0,false,true,true,false,3465,6930,17325,true,true,true,true,true,true,true,65,7046,0,0,0,3,true,0
6849,"战狼精准腰带",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼精准腰带",47057,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,2,9,3,10,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,50,50,2,0,0,false,true,true,false,3465,6930,17325,true,true,true,true,true,true,true,66,7045,0,0,0,4,true,0
6850,"战狼咏咒腰带",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼咏咒腰带",47211,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,4,9,3,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,35,65,2,0,0,false,true,true,false,2772,5544,13860,true,true,true,true,true,true,true,63,7044,0,0,0,5,true,0
6851,"战狼治愈腰带",0,"",0,0,1,0,0,"镶嵌到该装备上的魔晶石仅在竞技场内有效。","战狼治愈腰带",47202,70,50,0,1,4,0,39,0,2,false,true,false,false,0,1,true,6,"0, 0, 0, 0","0, 0, 0, 0",0,5,9,3,9,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,35,65,2,0,0,false,true,true,false,2772,5544,13860,true,true,true,true,true,true,true,64,7043,0,0,0,6,true,0
6852,"战狼御敌手镯",0,"",0,0,1,0,0,"","战狼御敌手镯",48644,70,50,0,1,4,0,42,0,2,false,true,false,false,0,0,false,11,"2, 4, 0, 0","0, 0, 0, 0",0,3,10,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,1,7048,0,0,0,1,false,7646
6853,"战狼强攻手镯",0,"",0,0,1,0,0,"","战狼强袭手镯",48647,70,50,0,1,4,0,42,0,2,false,true,false,false,0,0,false,11,"2, 1, 0, 0","0, 0, 0, 0",0,1,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,1,7046,0,0,0,10,false,7646
6854,"战狼精准手镯",0,"",0,0,1,0,0,"","战狼精准手镯",48647,70,50,0,1,4,0,42,0,2,false,true,false,false,0,0,false,11,"2, 1, 0, 0","0, 0, 0, 0",0,2,9,48,14,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,1,7045,0,0,0,4,false,7646
6855,"战狼咏咒手镯",0,"",0,0,1,0,0,"","战狼咏咒手镯",48630,70,50,0,1,4,0,42,0,2,false,true,false,false,0,0,false,11,"2, 8, 0, 0","0, 0, 0, 0",0,4,9,48,14,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,1,7044,0,0,0,5,false,7646
6856,"战狼治愈手镯",0,"",0,0,1,0,0,"","战狼治愈手镯",48630,70,50,0,1,4,0,42,0,2,false,true,false,false,0,0,false,11,"2, 8, 0, 0","0, 0, 0, 0",0,5,9,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6791,13582,33957,true,true,true,true,true,true,true,1,7043,0,0,0,6,false,7646
6857,"战狼御敌耳坠",0,"",0,0,1,0,0,"","战狼御敌耳坠",48445,70,50,0,1,4,0,41,0,2,false,true,false,false,0,0,false,9,"2, 4, 0, 0","0, 0, 0, 0",0,3,10,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6098,12196,30492,true,true,true,true,true,true,true,1,7048,0,0,0,1,false,7646
6858,"战狼强攻耳坠",0,"",0,0,1,0,0,"","战狼强袭耳坠",48446,70,50,0,1,4,0,41,0,2,false,true,false,false,0,0,false,9,"2, 1, 0, 0","0, 0, 0, 0",0,1,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6098,12196,30492,true,true,true,true,true,true,true,1,7046,0,0,0,10,false,7646
6859,"战狼精准耳坠",0,"",0,0,1,0,0,"","战狼精准耳坠",48446,70,50,0,1,4,0,41,0,2,false,true,false,false,0,0,false,9,"2, 1, 0, 0","0, 0, 0, 0",0,2,9,48,14,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6098,12196,30492,true,true,true,true,true,true,true,1,7045,0,0,0,4,false,7646
6860,"战狼咏咒耳坠",0,"",0,0,1,0,0,"","战狼咏咒耳坠",48429,70,50,0,1,4,0,41,0,2,false,true,false,false,0,0,false,9,"2, 8, 0, 0","0, 0, 0, 0",0,4,9,48,14,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6098,12196,30492,true,true,true,true,true,true,true,1,7044,0,0,0,5,false,7646
6861,"战狼治愈耳坠",0,"",0,0,1,0,0,"","战狼治愈耳坠",48429,70,50,0,1,4,0,41,0,2,false,true,false,false,0,0,false,9,"2, 8, 0, 0","0, 0, 0, 0",0,5,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,6098,12196,30492,true,true,true,true,true,true,true,1,7043,0,0,0,6,false,7646
6862,"战狼御敌项环",0,"",0,0,1,0,0,"","战狼御敌项环",48241,70,50,0,1,4,0,40,0,2,false,true,false,false,0,0,false,10,"2, 4, 0, 0","0, 0, 0, 0",0,3,10,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,1,7048,0,0,0,1,false,7646
6863,"战狼强攻项环",0,"",0,0,1,0,0,"","战狼强袭项环",48243,70,50,0,1,4,0,40,0,2,false,true,false,false,0,0,false,10,"2, 1, 0, 0","0, 0, 0, 0",0,1,9,48,14,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,1,7046,0,0,0,10,false,7646
6864,"战狼精准项环",0,"",0,0,1,0,0,"","战狼精准项环",48243,70,50,0,1,4,0,40,0,2,false,true,false,false,0,0,false,10,"2, 1, 0, 0","0, 0, 0, 0",0,2,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,1,7045,0,0,0,4,false,7646
6865,"战狼咏咒项环",0,"",0,0,1,0,0,"","战狼咏咒项环",48228,70,50,0,1,4,0,40,0,2,false,true,false,false,0,0,false,10,"2, 8, 0, 0","0, 0, 0, 0",0,4,9,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,1,7044,0,0,0,5,false,7646
6866,"战狼治愈项环",0,"",0,0,1,0,0,"","战狼治愈项环",48228,70,50,0,1,4,0,40,0,2,false,true,false,false,0,0,false,10,"2, 8, 0, 0","0, 0, 0, 0",0,5,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4851,9702,24255,true,true,true,true,true,true,true,1,7043,0,0,0,6,false,7646
6867,"战狼御敌指环",0,"",0,0,1,0,0,"","战狼御敌指环",48060,70,50,0,1,4,0,43,0,2,false,true,false,false,0,0,false,12,"2, 4, 0, 0","0, 0, 0, 0",0,3,10,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,1,7048,0,0,0,1,false,7646
6868,"战狼强攻指环",0,"",0,0,1,0,0,"","战狼强袭指环",48063,70,50,0,1,4,0,43,0,2,false,true,false,false,0,0,false,12,"2, 1, 0, 0","0, 0, 0, 0",0,1,9,48,14,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,1,7046,0,0,0,10,false,7646
6869,"战狼精准指环",0,"",0,0,1,0,0,"","战狼精准指环",48063,70,50,0,1,4,0,43,0,2,false,true,false,false,0,0,false,12,"2, 1, 0, 0","0, 0, 0, 0",0,2,9,48,14,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,1,7045,0,0,0,4,false,7646
6870,"战狼咏咒指环",0,"",0,0,1,0,0,"","战狼咏咒指环",48028,70,50,0,1,4,0,43,0,2,false,true,false,false,0,0,false,12,"2, 8, 0, 0","0, 0, 0, 0",0,4,9,48,14,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,1,7044,0,0,0,5,false,7646
6871,"战狼治愈指环",0,"",0,0,1,0,0,"","战狼治愈指环",48028,70,50,0,1,4,0,43,0,2,false,true,false,false,0,0,false,12,"2, 8, 0, 0","0, 0, 0, 0",0,5,9,48,14,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,0,0,0,0,0,0,0,0,1,1,2,0,0,false,true,true,false,4158,8316,20790,true,true,true,true,true,true,true,1,7043,0,0,0,6,false,7646
6872,"恐狼长剑",0,"",0,0,1,0,0,"对战等级30级以下无法装备。<br>镶嵌到该装备上的魔晶石仅在竞技场内有效。","恐狼长剑",30448,90,50,30,1,1,0,2,0,2,false,true,false,false,0,2,true,1,"201, 17, 1, 0","0, 0, 0, 0",0,1,22,3,25,48,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5598,1,1,46,35,2080,3,0,0,0,0,2,0,0,false,true,true,false,8553,17107,42768,true,true,true,true,true,true,true,38,9040,0,0,0,1,true,7668
